pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231.828330,297.726688,137.382209,296.397546,142.004336,341.287330,97.805797,370.564919,142.572728,367.897211
231.360109,297.726688,138.680000,298.510000,146.470981,341.931963,101.270000,373.480000,146.163953,369.302268
232.296551,298.963403,137.960000,300.530000,150.728105,343.667560,104.600000,375.880000,150.027607,370.724394
230.891887,298.551165,138.320000,303.480000,155.194750,345.704854,108.380000,377.000000,153.887899,373.060744
231.360109,297.314450,138.570000,307.950000,160.274494,348.886781,111.860000,379.020000,158.499031,375.592352
231.360109,297.726688,139.650000,311.600000,165.354238,350.622378,116.710000,380.450000,162.985584,377.522380
230.423666,297.726688,140.840000,315.790000,170.385164,351.924076,122.750000,382.210000,167.593354,379.358730
230.891887,298.138926,144.200000,319.720000,176.866535,352.913587,128.630000,383.010000,173.820662,379.866632
231.360109,298.963403,148.236416,323.259751,184.805545,353.838351,135.850000,384.100000,182.665825,380.366632
231.360109,298.138926,153.081401,325.975747,193.595163,354.416328,142.870000,384.540000,192.009308,380.671374
230.891887,299.787880,158.464381,329.191742,201.534173,354.416328,149.760000,385.320000,199.660000,380.730000
231.360109,300.200118,164.619831,332.512159,208.980806,354.185137,157.000000,385.430000,207.140000,380.450000
230.891887,301.024595,170.240155,335.186931,216.069208,354.569542,164.070000,385.330000,214.880000,380.240000
230.423666,300.200118,177.531386,338.530397,221.739929,354.185137,170.940000,384.920000,221.540000,380.150000
229.970000,299.830000,186.037823,340.937692,226.784130,353.491564,178.150000,384.950000,227.580000,380.000000
230.450000,300.120000,193.901416,342.968136,231.359164,352.425825,185.130000,385.020000,232.470000,379.250000
230.440000,299.850000,202.499411,345.343030,235.809203,351.567973,192.040000,385.260000,236.220000,378.920000
230.360000,299.190000,212.446112,347.272631,242.773142,351.691414,199.050000,385.050000,242.770000,379.690000
229.870000,298.820000,222.392812,348.905371,252.515645,352.110199,206.480000,385.090000,251.820000,379.690000
229.750000,298.830000,231.663891,349.745534,259.426824,352.555089,214.190000,385.130000,258.880000,379.700000
229.960000,298.830000,240.270900,349.965183,268.520479,351.961902,222.440000,385.010000,267.410000,379.520000
229.960000,297.360000,251.374399,350.512948,276.556517,352.605645,230.810000,384.670000,274.710000,379.780000
230.090000,297.420000,264.572156,351.813689,285.706297,353.168708,239.390000,384.890000,283.260000,379.990000
229.420000,296.860000,274.766388,354.248737,294.338166,353.731771,248.560000,384.880000,291.520000,380.280000
228.580000,297.010000,278.247345,355.872103,300.571023,354.794835,257.680000,385.050000,297.600000,381.260000
229.680000,296.620000,281.114215,356.899009,306.940694,354.998664,265.690000,385.800000,304.820000,381.930000
229.910000,296.290000,284.761062,357.953581,311.256628,356.265557,272.330000,386.740000,309.430000,382.840000
