pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
522.405833,443.356109,415.625501,505.678394,440.637817,551.487342,402.219465,585.936076,443.018222,582.950359
521.137864,443.794731,414.830000,506.440000,441.462202,551.675510,403.650000,586.090000,443.510000,583.110000
518.348333,444.891287,413.360000,508.040000,442.556853,551.658357,406.600000,586.040000,444.490000,583.050000
515.558801,446.426466,412.140000,509.940000,443.450000,551.450000,407.990000,585.830000,445.590000,582.850000
513.022863,446.645777,411.010000,510.290000,443.700000,551.350000,409.710000,585.760000,446.590000,582.780000
510.486926,447.523022,410.230000,510.760000,444.460000,551.460000,411.660000,585.950000,446.940000,582.940000
507.950988,447.742333,409.310000,511.440000,444.870000,551.510000,413.270000,586.060000,448.120000,583.030000
504.907863,447.523022,408.500000,512.320000,446.650000,551.030000,415.130000,585.860000,450.040000,582.710000
501.864737,446.207155,408.930000,513.280000,449.280000,550.580000,417.590000,585.210000,452.240000,582.600000
499.246326,445.860275,408.920000,513.120000,452.650000,549.750000,421.941438,585.517945,455.180000,582.200000
494.990000,444.160000,409.480000,514.660000,457.013399,548.572590,427.250222,585.034671,458.870000,581.800000
491.340000,442.200000,411.710993,519.317100,461.895348,547.365899,435.632512,584.793034,462.600000,581.050000
488.760000,441.030000,416.838799,523.253214,466.479972,546.503977,443.735392,584.551397,466.620000,580.290000
486.100000,441.160000,424.076276,525.341311,472.526030,545.843407,452.117682,584.326486,471.660000,579.600000
482.590000,442.290000,432.025239,527.844396,479.605377,546.183535,460.499972,584.568123,478.140000,578.880000
479.530000,442.670000,442.108100,530.100515,488.257913,546.523663,468.044033,584.809760,486.116595,579.111483
475.400000,443.860000,456.863651,533.082369,498.876934,547.884177,476.646913,586.242857,495.592688,580.285910
470.170000,446.510000,473.371603,535.656650,511.462440,549.414755,484.367432,588.175954,507.978807,581.795887
466.445513,448.423927,490.250895,537.156650,524.047947,550.775269,493.249722,588.451042,520.200915,582.805864
464.386310,450.381835,507.964459,537.445732,540.763072,552.305847,504.102567,590.592325,539.260000,583.480000
464.783301,457.118013,526.728465,538.241708,555.315064,551.965719,516.010000,591.960000,554.848282,583.641091
468.030000,460.620000,534.529626,538.040662,565.737437,552.645975,524.460000,592.880000,564.948933,583.968676
469.060000,462.980000,535.050280,538.523897,570.850299,554.176553,526.800000,595.330000,569.040000,585.320000
469.010000,464.550000,535.546059,538.391143,570.850299,554.516682,526.450000,596.180000,569.100000,585.340000
467.230000,465.630000,534.037618,539.547472,570.260353,554.516682,523.720000,596.670000,568.670000,585.060000
463.250000,466.700000,531.821843,540.750634,569.670407,553.496296,522.170000,596.750000,568.660000,584.790000
451.828428,468.417558,529.227999,542.253090,570.260353,553.156168,520.960000,596.140000,569.010000,584.790000
436.131075,473.653736,528.604858,546.541071,570.457001,553.326232,519.270000,595.890000,569.120000,584.460000
425.482892,486.548742,528.395738,551.381466,570.260353,553.326232,518.690000,595.530000,569.100000,584.080000
423.021311,491.967525,527.895738,553.998462,569.670407,554.176553,517.200000,595.550000,569.050000,583.570000
427.496914,488.290494,527.350138,556.030360,569.867056,553.156168,515.800000,594.900000,568.990000,583.800000
432.420076,474.550008,526.850138,556.626111,570.153650,552.135783,514.800000,594.740000,568.460000,583.790000
446.518225,459.067770,524.758936,556.264411,569.670407,552.084819,514.770000,594.210000,567.930000,583.710000
461.063933,449.004315,523.713336,555.179312,569.580462,551.945333,514.400000,592.650000,567.900000,583.320000
476.728542,442.424364,522.458615,553.913364,569.277110,552.445333,513.960000,592.950000,567.960000,582.960000
501.791916,439.714973,521.622134,552.466565,569.367056,552.785462,513.940000,593.040000,568.010000,583.050000
526.183950,438.940861,521.703894,550.434668,569.040000,553.050000,514.020000,593.000000,568.000000,582.990000
555.267560,437.748819,522.167735,547.721921,568.020000,552.980000,514.020000,592.980000,567.510000,583.480000
580.487784,438.419920,523.833347,540.344847,568.570000,552.440000,514.550000,592.950000,567.510000,583.550000
603.767990,438.419920,526.844270,529.729005,568.883813,552.305847,515.600000,593.500000,568.050000,584.010000
620.840142,439.762122,532.363484,519.161388,568.293868,552.986104,517.200000,593.480000,568.140000,584.020000
639.852310,442.110975,538.775717,511.213862,569.473759,553.496296,517.810000,592.090000,568.240000,584.090000
652.268420,442.446525,544.059424,506.490099,569.670407,554.006489,518.950000,592.060000,568.380000,584.090000
665.072534,445.802029,548.814916,502.933245,570.850299,554.516682,519.430000,591.530000,568.770000,584.070000
672.444599,448.150882,553.827461,501.710577,572.210081,554.686746,519.710000,591.400000,570.780000,584.510000
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
