pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402.296174,672.718397,310.531612,681.862923,303.963351,722.299872,241.301885,744.120603,302.213748,749.816057
403.740000,673.400000,311.072855,681.175483,305.120000,722.030000,243.300049,744.620603,303.640000,750.050000
403.900000,675.870000,310.260991,681.175483,306.450000,721.980000,245.598397,744.932730,305.410000,750.000000
401.690000,677.350000,309.043195,680.625530,307.580000,721.930000,247.696011,745.026667,306.730000,749.980000
399.100000,678.010000,307.960709,680.213066,309.710000,721.920000,250.293625,745.229698,308.490000,749.940000
396.800000,678.600000,306.607603,680.213066,312.160000,721.940000,253.091974,745.135762,310.080000,749.980000
394.610000,678.430000,305.931049,680.075578,314.190000,722.010000,256.387569,745.338794,312.440000,749.970000
392.660000,677.820000,306.498769,680.423269,316.810000,722.080000,259.784448,745.432730,314.520000,750.050000
391.550000,677.620000,307.716565,680.748198,320.340000,722.340000,264.080961,745.744858,317.740000,750.240000
391.320000,678.010000,310.058089,681.985590,323.970000,722.650000,269.176740,745.947890,321.730000,750.690000
390.760000,677.930000,312.290715,682.810519,328.430000,723.120000,274.371968,746.556986,325.810000,750.820000
390.350000,677.890000,315.538171,683.841679,333.170000,723.280000,278.567196,747.260017,331.080000,751.300000
389.770000,677.970000,318.627150,685.547911,338.500000,723.730000,283.362791,747.463049,336.210000,751.790000
389.310000,678.020000,323.404266,686.991536,344.650000,723.850000,289.458570,747.681241,342.140000,752.240000
388.410000,678.030000,329.136892,689.672553,352.010000,723.870000,295.352696,748.072145,349.570000,752.460000
387.440000,677.970000,334.725872,693.090963,359.060000,723.840000,301.745906,748.275177,357.340000,752.480000
386.310000,677.970000,341.517817,696.628070,366.640000,724.100000,308.957358,748.381505,364.890000,752.440000
385.780000,677.940000,349.839423,701.165176,375.460000,723.580000,318.203730,748.387023,373.040000,752.540000
385.930000,677.970000,357.675858,704.964890,384.810000,723.460000,327.855137,748.263402,382.500000,752.940000
385.960000,677.950000,363.438144,706.939675,394.230000,723.490000,337.439800,747.645300,392.100000,752.820000
385.950000,677.810000,371.150852,709.620693,403.780000,723.260000,348.046524,746.163975,401.850000,752.870000
385.580000,677.810000,380.893219,711.476782,413.030000,723.080000,356.809499,744.256674,410.480000,752.690000
385.310000,677.890000,389.823723,711.889246,421.830000,723.130000,367.370000,743.120000,420.110000,752.360000
