pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
286.238312,411.259002,149.243154,440.657993,137.800662,497.222652,52.148721,529.374964,134.939319,532.874718
285.937077,411.627160,147.608636,441.214296,138.040000,497.040000,52.510000,528.990000,135.530000,533.020000
286.635841,411.706766,146.477047,441.770598,138.600000,497.030000,53.010000,528.990000,136.040000,533.000000
286.635841,411.706766,145.722654,442.438161,139.150000,497.040000,53.540000,528.970000,137.130000,532.980000
286.238312,411.706766,144.842529,442.660682,140.420000,497.030000,54.530000,528.970000,138.100000,532.990000
285.244487,412.759002,144.465332,443.550766,142.130000,497.080000,55.550000,528.980000,139.382414,533.344633
284.846958,412.811239,144.465332,444.885892,143.830000,497.660000,57.070000,529.000000,141.276584,533.598393
284.250663,412.995317,144.591064,445.887237,145.870376,497.838300,58.590000,528.990000,143.210000,534.030000
284.250663,412.995317,144.966854,447.092776,147.966369,498.269662,59.580000,529.000000,144.720000,534.530000
284.250663,412.995317,145.466854,447.488121,150.761028,499.348066,61.110000,529.000000,147.050000,535.680000
282.790614,414.552823,144.650736,446.883467,154.021463,500.210790,63.100000,529.000000,150.020000,537.050000
282.390000,414.440000,143.824288,447.290449,157.514786,501.073514,65.080000,529.020000,153.150000,537.720000
281.880000,414.510000,144.008170,448.348594,160.343669,501.289194,66.600000,528.990000,156.130000,538.120000
281.780000,414.500000,143.018499,449.755575,162.672551,501.936237,69.110000,528.480000,159.180000,538.610000
281.540000,414.980000,142.681723,450.209066,165.467209,502.436237,71.080000,527.990000,162.510000,538.700000
280.550000,414.460000,142.844947,450.616048,168.227644,502.798961,72.610000,528.000000,164.280000,538.590000
280.160000,414.450000,142.202381,452.627684,170.789415,503.083280,75.600000,527.990000,166.650000,539.100000
279.370000,415.460000,142.202381,453.790484,172.289415,503.083280,78.040000,528.000000,168.720000,539.450000
278.600000,415.650000,142.212710,454.697465,174.782738,503.230322,80.610000,528.000000,172.090000,539.780000
277.380000,415.960000,142.528828,456.360265,178.043173,503.298961,82.090000,527.980000,176.300000,540.130000
276.820000,415.900000,143.018499,456.360265,181.968049,503.289194,85.580000,527.450000,180.570000,539.840000
276.440000,415.910000,143.671394,456.662592,186.392925,503.436237,88.080000,527.450000,184.200000,539.850000
275.600000,415.800000,144.477183,457.976555,191.268959,503.036270,91.060000,526.990000,187.720000,539.960000
274.830000,416.440000,145.946196,459.941682,194.659611,502.614674,93.550000,526.970000,191.780000,540.020000
274.110000,416.660000,147.425538,461.604482,198.680481,501.967632,96.520000,527.470000,195.890000,540.400000
273.250000,416.510000,149.373893,463.569609,200.866219,499.201024,100.510000,527.970000,198.940000,540.570000
272.400000,416.690000,151.669353,465.639390,203.579129,497.596164,105.020000,528.970000,202.420000,540.780000
271.610000,416.400000,154.607378,468.104517,206.986949,496.878038,109.000000,529.680000,206.000000,541.220000
271.300000,415.970000,157.218957,470.418480,210.282477,496.237101,110.530000,529.970000,209.930000,540.950000
270.450000,415.840000,159.320206,472.534770,214.353424,496.057570,115.020000,529.960000,213.720000,541.080000
269.650000,415.870000,162.127341,473.472903,217.842807,496.018976,118.820000,530.840000,217.360000,540.980000
268.460000,415.530000,164.940000,474.320000,221.638336,496.018976,122.790000,530.850000,220.790000,541.070000
268.350000,415.530000,168.530000,475.490000,225.678556,496.057570,126.700000,531.210000,224.780000,541.150000
268.060000,415.930000,172.021112,477.247731,229.361794,496.237101,130.860000,531.550000,227.930000,541.170000
267.860000,415.930000,175.374304,477.936472,231.688050,495.698507,134.590000,532.060000,230.550000,540.850000
267.890000,415.950000,177.635095,479.068920,234.402014,495.262256,138.210000,532.140000,233.490000,541.040000
267.320000,415.960000,180.876889,479.578851,237.922125,494.723662,141.120000,532.010000,236.110000,541.060000
266.830000,415.970000,183.980000,480.200000,241.880781,494.505537,143.620000,532.080000,239.310000,541.080000
266.710000,415.510000,187.330000,482.230000,245.451728,494.903194,145.530000,531.980000,242.600000,541.120000
267.090000,415.980000,190.790000,482.750000,248.867150,495.468338,149.020000,531.980000,246.170000,541.190000
