pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y,pt12_cam1_X,pt12_cam1_Y,pt13_cam1_X,pt13_cam1_Y,pt14_cam1_X,pt14_cam1_Y,pt15_cam1_X,pt15_cam1_Y,pt16_cam1_X,pt16_cam1_Y
476.7,866.82,410.127538,745.58471,484.51489,668.470819,373.96,641.05,471.115977,612.211281,661.86,555.02,747.32,593.58,154.269009,742.202278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,508.582824,841.080731,NaN,NaN,501.429225,846.888986,NaN,NaN
478.042158,867.445659,414.661868,743.648618,489.091179,666.760893,378.64,638.3,475.283024,609.356101,665.29,552.68,750.72,590.86,158.174692,738.74809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,513.266874,834.771882,NaN,NaN,503.497426,841.547581,NaN,NaN
478.357591,867.64377,420.648781,741.444483,493.726051,665.139388,383.28,635.97,479.722009,607.243544,668.51,550.15,754.05,587.98,162.68,737.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,515.350088,828.455997,NaN,NaN,508.415039,834.984347,NaN,NaN
479.449875,869.044714,426.170106,739.504228,497.698799,663.824499,387.84,634.25,484.262298,605.358898,672.15,547.92,757.13,585.25,165.71,736.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,516.800176,827.823811,NaN,NaN,505.287596,836.926522,NaN,NaN
480.134442,869.64377,431.479072,738.0341,502.333672,662.316228,392.09,632.62,489.90415,603.328225,675.92,546.25,760.26,583.11,170.24,735.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,523.220653,824.385009,NaN,NaN,512.593656,832.274025,NaN,NaN
480.319009,870.039992,437.425114,736.369947,507.40996,660.807957,396.25,631.29,494.007314,601.922375,679.97,544.15,763.83,581,174.69,734.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532.076483,819.53023,NaN,NaN,523.88484,826.407834,NaN,NaN
480.503576,869.940936,442.384645,735.205794,512.486249,659.001339,401.39,630.06,500.465305,599.704113,683.89,541.57,767.53,577.63,179.95,733.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,543.367667,815.080016,NaN,NaN,536.626254,820.541642,NaN,NaN
480.59586,869.841881,447.056535,733.65359,517.783246,657.484797,405.86,627.91,505.594261,597.829646,687.97,538.21,771.8,573.55,184.95,731.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,553.773268,809.61839,NaN,NaN,547.795582,814.675451,NaN,NaN
480.688144,869.742825,453.214936,731.795411,523.080243,656.064946,410.78,625.89,510.881286,595.798973,692.63,535.05,776.39,570,189.96,730.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,562.186307,806.988718,NaN,NaN,558.422579,809.416107,NaN,NaN
480.834129,869.742825,460.585695,730.437232,529.71905,654.434869,416.32,624.71,516.587178,593.792848,698.29,532.87,781.74,567.81,195.24,728.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,574.363074,805.57274,NaN,NaN,570.599346,808.80926,NaN,NaN
481.38783,869.247548,468.593858,729.30135,536.600632,653.177371,422.52,624.19,522.562578,592.330789,703.81,531.92,787.16,565.76,202.21,727.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,582.739994,805.038872,NaN,NaN,583.218905,808.202412,NaN,NaN
482.164681,869.346603,478.010742,728.30135,543.138135,652.548623,429.15,624.45,529.301531,591.561143,709.39,531.05,792.35,563.93,209.14,727.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,589.681209,802.674548,NaN,NaN,594.384121,807.355106,NaN,NaN
482.164681,869.247548,486.623811,728.584357,549.675638,652.548623,435.55,625.46,534.145154,592.023201,714.38,529.93,796.98,561.76,215.14,729.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,605.935786,803.355546,NaN,NaN,613.439125,809.823063,NaN,NaN
482.179801,869.25227,494.078843,730.197592,556.213141,653.177371,442.01,626.86,539.831146,592.215613,719.08,529.06,801.91,560.2,221.26,731.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.60476,800.666555,NaN,NaN,630.765646,806.9574,NaN,NaN
483.272084,868.851326,501.426246,732.490074,562.578604,654.906431,447.77,628.73,544.885361,592.985259,723.89,528.22,806.42,558.5,227.76,733.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.756653,800.231182,NaN,NaN,637.702695,808.768305,NaN,NaN
483.317443,868.75227,507.355099,734.174867,568.182486,656.566955,450.89,630.72,549.54778,594.03812,728.63,528.16,810,558.16,233.66,734.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,636.711688,799.58443,NaN,NaN,642.582447,806.698699,NaN,NaN
484.72516,868.653215,512.224055,736.268332,572.748186,658.280525,453.83,632.18,552.748789,595.162991,733.01,529.69,813.39,559.79,237.64,736.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,639.401564,798.937678,NaN,NaN,645.772323,804.905195,NaN,NaN
484.817443,868.653215,516.090579,737.838432,575.712646,659.18916,456.95,633.62,555.457336,596.287861,736.61,531.72,816.54,563.83,240.75,738.04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,639.826281,799.067028,551.823156,824.299343,645.842482,805.597528,525.611517,854.13954
486.22516,868.653215,519.097875,739.016006,577.593638,659.091628,459.24,634.52,556.688493,596.737809,738.3,532.72,817.8,563.68,242.87,740.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,642.374585,801.007284,NaN,NaN,645.495017,805.245316,NaN,NaN
486.317443,868.653215,520.816331,739.277689,578.305001,659.091628,460.07,635.21,556.442261,596.062887,738.18,531.99,818.37,562.51,244.71,741.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.611419,803.69734,NaN,NaN,643.389034,806.478059,NaN,NaN
486.22516,868.153215,521.818763,738.754323,578.465744,658.588544,460.33,635.25,555.69603,596.562887,737.99,529.72,819.21,561.98,244.92,742.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.978851,804.480666,NaN,NaN,643.693534,806.94255,NaN,NaN
486.317443,868.653215,522.105172,737.838432,578.7925,658.407591,459.1,636.03,555.69603,596.112939,738.29,529.68,819.28,561.32,245.11,743.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,642.223806,805.040185,NaN,NaN,644.060966,807.278261,NaN,NaN
486.22516,868.554159,522.391581,736.791699,578.985641,657.701724,458.92,636.16,556.688493,596.337913,738.45,529.89,819.42,561.1,245.01,743.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.927007,805.4878,NaN,NaN,640.999032,807.949684,NaN,NaN
486.317443,868.75227,522.67799,735.614124,578.7925,656.81939,458.93,636.15,555.703567,595.938017,738.57,529.95,819.97,561.06,245.52,744.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.549484,806.159223,NaN,NaN,639.764168,808.568722,NaN,NaN
486.317443,868.653215,522.67799,734.567391,578.7925,655.937056,458.94,636.74,556.688493,596.112939,739.19,529.96,820.15,560.99,246.06,744.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.329604,806.301953,NaN,NaN,638.893194,808.239121,NaN,NaN
486.132876,868.554159,522.821195,733.6515,578.69593,656.172356,458.4,637.71,556.19603,596.562887,739.28,529.9,820.6,560.98,246.86,745.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635.48755,807.725876,NaN,NaN,636.702233,809.180626,NaN,NaN
486.22516,868.351326,522.964399,732.866451,578.69593,655.584123,457.39,638.23,556.41,596.97,739.55,529.96,821.02,561.01,247.28,746.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,633.16048,806.94255,NaN,NaN,635.599937,808.844914,NaN,NaN
486.132876,868.75227,522.821195,732.081401,578.502789,655.054722,456.87,638.13,555.87,596.95,739.47,529.93,820.98,561,246.610469,746.364932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.548093,806.383031,NaN,NaN,635.354982,808.956818,NaN,NaN
486.540592,868.75227,522.821195,731.427193,578.309648,654.525322,456.35,638.19,557.75,595.94,738.87,529.38,820.95,561.01,246.610469,746.680103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.303138,806.047319,NaN,NaN,635.477459,809.068722,NaN,NaN
486.22516,868.648492,522.67799,730.511302,577.923367,653.731222,455.91,638.57,557.47,595.38,738.64,528.92,820.94,561.48,246.11,747.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.058183,806.383031,NaN,NaN,634.354982,809.180626,NaN,NaN
486.22516,868.950381,522.534786,729.726252,577.537085,653.113588,455.4,639.19,557,594.95,738.74,528.59,820.96,561.37,246.42,747.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.190751,806.047319,NaN,NaN,634.48755,808.956818,NaN,NaN
486.132876,868.950381,522.534786,729.333727,576.957663,652.672421,454.92,639.1,556.44,594.93,738.9,528.6,820.9,561.49,246.939423,747.625618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.955887,806.271127,NaN,NaN,633.99764,808.844914,NaN,NaN
486.132876,868.75227,522.391581,728.679519,576.667952,652.319488,454.44,639.15,556.44,595.46,738.85,528.92,820.94,561.36,246.55,748.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.455887,806.494935,NaN,NaN,634.875163,808.956818,NaN,NaN
486.22516,868.75227,522.248376,728.156153,576.474811,651.878321,453.95,639.08,556.44,595.5,738.88,528.97,819.93,561.52,246.610469,748.625618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.455887,806.047319,NaN,NaN,634.875163,809.068722,NaN,NaN
486.22516,868.653215,521.675558,727.763628,576.6851,652.113621,453.5,639.75,555.97,595.56,738.45,528.53,819.77,561.53,247.09,749.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.578364,807.047319,NaN,NaN,634.752686,809.292529,NaN,NaN
486.317443,868.653215,521.10274,727.501945,576.571381,651.878321,453.55,640.25,555.97,595.55,738.02,528.85,819.82,562.04,246.939423,749.831818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.823319,807.383031,NaN,NaN,634.875163,809.628241,NaN,NaN
486.317443,868.554159,520.673126,727.371103,576.4,651.97,453.51,640.25,555.96,595.52,737.97,529.03,819.95,562.05,246.54,749.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.455887,807.554454,NaN,NaN,634.140299,810.635375,NaN,NaN
486.317443,868.554159,520.243512,726.978578,575.9,652.02,453.51,640.24,555.96,595.55,737.95,529.04,819.95,562.06,245.768378,749.831818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,630.955887,807.166357,NaN,NaN,635.120118,810.859182,NaN,NaN
486.409727,868.554159,519.670694,726.978578,575.84,652.05,453.99,640.19,556.688493,595.988068,738.46,529.05,819.95,562.05,246.281514,750.462161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.445796,807.390165,NaN,NaN,634.875163,810.747279,NaN,NaN
486.50201,868.554159,519.311466,726.478578,575.45,652.07,453.5,640.7,556.688493,595.938017,738.07,529.02,819.97,562.53,245.95256,750.14699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.935706,808.061588,NaN,NaN,634.99764,810.971086,NaN,NaN
486.50201,868.25227,518.811466,726.32437,574.96,652.04,454.58,640.22,556.99,596.06,737.95,529,819.96,563.01,246.05,750.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.180661,808.397299,NaN,NaN,634.99764,810.859182,NaN,NaN
486.409727,868.75227,518.238648,726.455212,574.95,652.53,454,641.16,556.97,596.06,737.96,529.02,819.98,563.02,246.04,750.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.935706,808.173491,NaN,NaN,634.99764,810.859182,NaN,NaN
486.50201,868.653215,517.809034,726.586053,574.47,652.58,453.5,641.75,557,596.08,737.97,529.05,819.97,563.03,246.281514,750.331818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.058183,808.061588,NaN,NaN,635.365073,811.08299,NaN,NaN
486.50201,868.653215,517.236216,726.586053,574.51,653.09,453.6,642.34,557.02,596.1,738.02,529.57,819.97,563.05,245.95256,750.64699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.770173,808.239121,NaN,NaN,635.244817,811.409032,NaN,NaN
486.50201,868.554159,516.663397,726.716895,574.47,653.18,453.52,642.75,557.01,597.09,738.04,530.05,820.01,563.02,246.465696,750.962161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.117638,808.943546,NaN,NaN,634.897353,811.232926,NaN,NaN
486.409727,868.25227,516.090579,727.216895,574.52,653.1,453.17,643.28,557.02,597.18,737.95,530.37,820.01,563.03,246.281514,751.092504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.29137,808.767439,NaN,NaN,635.01,811.06,NaN,NaN
486.555712,868.351326,515.80417,727.478578,574.51,653.09,452.51,643.27,557.02,597.06,737.92,530.34,819.97,563.03,245.623605,751.64699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.117638,809.295758,NaN,NaN,635.01,811.56,NaN,NaN
487.055712,868.653215,515.660965,727.763628,574.5,653.59,452.69,643.78,557.5,597.1,738,530.05,819.98,563.03,246.294651,751.722847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,809.07,NaN,NaN,635.02,812.07,NaN,NaN
487.332563,868.653215,515.517761,727.894469,574.96,654.11,452.52,643.7,558.02,597.12,738.02,530.57,820,563.54,245.95256,752.668362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,809.04,NaN,NaN,635.01,812.11,NaN,NaN
487.240279,868.653215,515.874556,727.894469,575.04,654.19,452.75,644.23,558.2,597.07,738.03,531.04,819.99,564.02,245.95256,752.35319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,809.06,NaN,NaN,635.02,812.06,NaN,NaN
487.463428,868.450381,515.80417,728.156153,575.03,654.11,453.01,644.24,558.02,597.58,738.01,531.06,819.99,564.02,246.610469,752.038019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,809.55,NaN,NaN,635.02,812.06,NaN,NaN
486.871145,868.950381,515.660965,728.156153,574.99,654.58,453.01,644.13,558,598.07,737.99,531.03,820,564.03,246.281514,752.668362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,809.53,NaN,NaN,635.01,812.04,NaN,NaN
487.055712,868.75227,515.660965,728.156153,575.03,655.1,453.03,644.65,558,598.1,738.02,531.05,820,564.02,246.781514,752.35319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,809.54,NaN,NaN,635.01,812.04,NaN,NaN
487.186578,868.450381,515.947374,728.286994,575.54,655.16,453.04,645.13,558.02,598.06,738.04,531.04,820.01,564.01,246.281514,752.668362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,809.53,NaN,NaN,635.03,812.04,NaN,NaN
487.055712,868.450381,515.80417,728.417836,575.54,655.06,453.03,645.2,558.03,598.05,738.03,531.03,820.03,564.01,246.281514,752.668362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,809.55,NaN,NaN,635.01,812.05,NaN,NaN
487.278861,868.851326,515.80417,728.048677,575.52,655.08,453.02,645.65,558.01,598.07,738.01,531.04,819.99,564.01,246.610469,752.85319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632,809.52,NaN,NaN,634.51,812.52,NaN,NaN
487.278861,868.549437,515.947374,728.048677,575.5,655.06,453.01,646.11,558.01,598.05,738,531.02,820,564.01,246.610469,753.298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,809.53,NaN,NaN,634.66,812.61,NaN,NaN
486.871145,868.653215,515.947374,728.179519,575.46,655.06,453.03,646.17,558.01,598.55,738.01,531.02,820.01,563.99,246.610469,753.298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632,810.04,NaN,NaN,635.01,812.53,NaN,NaN
487.094294,868.455104,515.090579,728.048677,575.02,655.04,453.04,646.1,558.02,599.55,738.03,531.01,820.04,564,246.610469,752.983533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,810.04,NaN,NaN,635.01,812.51,NaN,NaN
486.778861,868.554159,515.233784,728.179519,575.01,655.05,453.01,646.09,558.52,599.56,738.01,531.03,819.99,564.01,246.939423,753.298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,810.04,NaN,NaN,635.03,812.5,NaN,NaN
486.963428,868.356048,515.231351,728.656153,574.97,655.04,453,646.09,558.98,600.03,737.99,531.03,820,564.02,246.939423,753.298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632,810.04,NaN,NaN,635.01,812.49,NaN,NaN
487.147996,868.356048,515.088147,728.548677,574.99,655.04,452.99,646.57,559,600.04,738.01,531.02,820.01,564,246.939423,753.298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,810.02,NaN,NaN,635.01,812.52,NaN,NaN
487.219249,868.315513,514.944942,728.548677,575,655.06,453.53,646.6,559.02,600.04,738.03,531.05,820.01,564.02,247.426287,752.983533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,810.02,NaN,NaN,635.01,813.03,NaN,NaN
486.973631,868.359337,514.801738,728.548677,575.03,655.05,454.02,647.06,559.01,600.04,738.03,531.03,820.03,564.01,247.268378,753.35319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632,810.04,NaN,NaN,635.01,813.03,NaN,NaN
487.551846,868.315513,514.944942,728.679519,575,655.04,453.86,647.02,559.51,600.04,738.03,531.03,820,564.02,246.939423,753.929048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,810.03,NaN,NaN,635,813.04,NaN,NaN
487.551846,868.196512,514.944942,728.679519,575,655.03,454,647.04,560,600.02,738,531.01,820,563.99,247.268378,752.983533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632,810.01,NaN,NaN,635,813,NaN,NaN
487.662711,868.077512,514.944942,728.679519,575,655.02,454.01,647.02,560.01,600.02,738,530.99,820,563.99,247.268378,754.24422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.99,810,NaN,NaN,635,813,NaN,NaN
487.44098,868.553515,515.231351,728.679519,575.02,655.52,454.01,647.04,559.99,600.01,738.01,530.99,820.02,563.99,247.597332,753.298705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,810,NaN,NaN,635.01,813.02,NaN,NaN
487.495307,868.434514,515.088147,728.286994,575,656.01,454.01,647.05,560.04,600.02,738.02,531.02,820.02,564,247.597332,753.613876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,810.02,NaN,NaN,635,813.02,NaN,NaN
487.662711,868.196512,515.231351,728.548677,575.01,656.02,454.02,647.04,560.01,600.05,738.02,531.01,820.02,564,247.939423,753.24422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.01,810.02,NaN,NaN,635.01,813.02,NaN,NaN
487.995307,868.33951,515.088147,728.417836,575.01,656,454,647.01,560,599.98,738,531,820.02,564,248.110469,752.983533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.99,809.99,NaN,NaN,634.99,813,NaN,NaN
488.160499,868.33951,514.944942,728.417836,575.01,656.04,454.02,647.05,560.02,600.04,738.03,531.04,820,564.01,248.268378,752.983533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,810.04,NaN,NaN,635.01,813.05,NaN,NaN
488.549634,868.101508,515.231351,728.679519,575.02,656.06,454.02,647.1,560.01,600.05,738.04,531.04,820.03,564.02,248.255242,752.983533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,632.02,810.04,NaN,NaN,635.03,813.03,NaN,NaN
489.164034,867.760965,515.088147,728.679519,575.01,656.03,453.52,647.53,560.02,600.03,738.03,531.02,820.01,564,247.597332,752.668362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,631.99,810,NaN,NaN,634.99,813.01,NaN,NaN
