pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
341.800501,725.617120,160.927874,688.425806,165.491250,634.891302,66.840077,640.505974,147.711921,596.735342,302.600622,510.704605,384.782388,537.212764,NaN,NaN,NaN,NaN,238.339487,761.705936,240.907652,767.749291
341.950000,726.280000,160.473331,688.425806,166.112198,634.600152,68.030000,639.320000,148.500000,596.360000,303.490000,510.510000,385.500000,537.030000,NaN,NaN,NaN,NaN,238.328126,763.170809,239.362208,767.819544
341.400000,726.680000,160.473331,688.839027,166.817867,634.600152,69.520000,638.290000,149.156365,596.031945,304.000000,510.470000,386.590000,536.970000,NaN,NaN,NaN,NaN,236.282683,764.030303,237.316765,768.608784
340.870000,727.120000,159.564245,688.839027,167.523536,634.172474,70.480000,636.780000,150.530101,594.828548,305.420000,509.660000,387.730000,536.760000,NaN,NaN,NaN,NaN,233.737240,764.995176,235.794044,769.143911
340.090000,727.400000,159.564245,688.012585,169.170097,633.317117,71.990000,635.580000,151.403838,593.881808,306.770000,509.310000,388.730000,536.220000,NaN,NaN,NaN,NaN,228.600910,764.530303,233.748600,769.073658
339.100000,728.070000,158.155159,687.599364,170.610989,632.175600,73.990000,633.810000,152.812928,592.895123,308.870000,508.620000,390.340000,535.610000,NaN,NaN,NaN,NaN,229.134992,765.424923,233.259961,769.179038
338.100000,728.280000,157.200616,686.359702,171.992773,631.106405,76.020000,632.200000,154.009898,591.908438,310.820000,508.040000,392.530000,534.570000,NaN,NaN,NaN,NaN,228.612271,764.460050,234.248600,769.143911
337.020000,728.850000,156.217081,684.250138,174.315448,629.395692,78.520000,630.450000,155.651312,590.691726,313.910000,506.360000,395.630000,533.410000,NaN,NaN,NaN,NaN,230.146353,764.960050,234.248600,768.214164
336.000000,729.390000,156.217081,682.524808,177.197232,627.043463,82.060000,628.130000,157.025771,589.724622,317.050000,504.700000,398.720000,531.760000,NaN,NaN,NaN,NaN,230.646353,764.030303,234.748600,769.143911
334.930000,730.200000,156.217081,680.089047,180.255131,624.905072,85.560000,625.610000,158.655934,588.216680,320.930000,502.790000,402.460000,530.390000,NaN,NaN,NaN,NaN,231.180436,764.030303,235.271322,768.679038
