pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
752.791286,364.407563,610.431142,386.830617,613.437088,447.797767,520.01,485.99,610.02,488.98,NaN,NaN,644.01,495,376.02,473.98,96.03,504.01,NaN,NaN
752.907651,364.94912,610.075343,386.830617,613.768837,448.055159,520.02,485.99,611.02,489.01,NaN,NaN,644.02,495,376.01,473.98,96.03,504.02,NaN,NaN
753.099468,365.12964,609.541645,386.830617,614.268837,448.055159,520.01,486,611.01,489.01,NaN,NaN,644.01,495.01,376.02,473.99,96.54,504.01,NaN,NaN
752.983103,365.171197,608.474248,386.830617,614.739211,448.183855,520.03,486,611.52,489,NaN,NaN,644.03,495,376.03,474,97.05,503.98,NaN,NaN
752.983103,365.351716,607.94055,386.459136,615.57096,448.441246,520.04,485.5,612.04,489.01,NaN,NaN,644.55,495.01,376.05,474.01,97.16,503.98,NaN,NaN
753.099468,365.851716,607.584751,386.459136,616.486835,448.441246,520.58,485.49,612.55,489,NaN,NaN,645.05,495.02,376.08,473.99,98.22,503.43,NaN,NaN
752.524016,366.212754,607.584751,386.459136,617.511708,448.441246,521.09,484.98,614.07,489.49,NaN,NaN,647.12,495.52,376.6,473.96,99.76,502.35,NaN,NaN
752.332198,366.212754,607.228953,386.459136,618.897956,448.827334,521.6,484.49,615.07,489.5,NaN,NaN,650.12,495.5,376.6,473.97,101.69,501.56,NaN,NaN
752.140381,366.573792,607.228953,386.830617,620.14558,448.956029,522.07,483.99,617.55,489.5,NaN,NaN,652.07,495.51,377.1,473.46,103.8,500.44,NaN,NaN
751.564928,366.93483,607.474248,386.830617,622.322862,449.112059,522.57,483.98,620.05,489.98,NaN,NaN,654.1,496.01,379.22,473.5,106.16,498.96,NaN,NaN
750.989475,367.115349,607.94055,386.644876,624.997449,449.342117,524.53,483.98,623.05,490.98,NaN,NaN,657.6,496.01,382.59,474,108.32,498,NaN,NaN
750.797658,367.115349,608.94055,386.644876,628.24032,449.198638,526.06,484.51,625.938164,491.088665,NaN,NaN,660.05,496.04,383.59,474.01,110.8,496.98,NaN,NaN
750.797658,367.156906,609.474248,387.144876,631.151441,448.926463,528.61,485.99,627.978473,491.629857,NaN,NaN,662.1,497.02,385.61,474.03,113.47,496.27,NaN,NaN
750.60584,367.337425,610.185846,388.330617,633.562563,449.183855,531.56,487.03,630.018782,492.712241,NaN,NaN,665.08,498.53,388.08,475.01,115.74,495.81,NaN,NaN
750.414023,367.837425,610.575343,388.759321,636.226061,449.470813,532.08,488.05,631.476146,493.253432,NaN,NaN,666.59,499.55,390.41,476,118.25,495.7,NaN,NaN
750.030388,367.837425,610.609041,390.316543,638.859933,449.985596,535.05,489.5,633.807927,493.794624,NaN,NaN,669.08,501.06,392.32,476.89,120.67,495.43,NaN,NaN
750.030388,367.837425,610.805932,392.83575,641.35518,450.242987,536.58,490.54,635.556763,494.606412,NaN,NaN,671.2,502.02,394.09,477.78,123.13,494.45,NaN,NaN
749.83857,367.656906,611.65785,395.082546,643.539176,451.283447,537.57,492.06,637.888545,495.647603,NaN,NaN,673.08,503.05,397,477.77,125.54,493.31,NaN,NaN
749.454935,367.656906,612.046344,398.602389,645.815593,451.96844,541.53,493.03,639.928854,496.229987,NaN,NaN,675.55,505.56,398.24,479.24,128.3,493.3,NaN,NaN
749.0713,367.837425,612.731002,401.668324,647.868428,453.153434,541.04,494.53,641.67769,497.31237,NaN,NaN,677.07,506.53,400.58,479.99,130.89,493.26,NaN,NaN
748.80403,368.017944,613.581916,404.502593,649.874227,454.338427,546.04,495.53,643.426526,498.624158,NaN,NaN,681.07,509.04,404,481.24,134.02,492.38,NaN,NaN
