pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y,pt12_cam1_X,pt12_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
530.010000,557.480000,572.870000,409.950000,626.960000,352.990000,537.020000,340.030000,621.990000,308.020000,797.380000,253.920000,880.470000,300.470000,NaN,NaN,NaN,NaN,690.300000,503.890000,696.290000,512.080000,NaN,NaN
530.010000,557.460000,572.940000,409.950000,626.990000,352.990000,537.490000,339.990000,622.000000,307.990000,796.960000,253.970000,880.050000,299.990000,NaN,NaN,NaN,NaN,689.940000,504.310000,695.860000,512.030000,NaN,NaN
530.030000,557.490000,572.500000,409.500000,627.500000,353.020000,537.660000,339.990000,622.000000,308.000000,797.000000,253.970000,880.010000,299.990000,NaN,NaN,NaN,NaN,689.990000,504.280000,695.500000,511.990000,NaN,NaN
530.040000,557.560000,572.470000,409.860000,627.530000,353.010000,538.010000,340.050000,621.990000,308.020000,797.010000,253.960000,880.020000,299.990000,NaN,NaN,NaN,NaN,689.970000,504.050000,695.550000,512.010000,NaN,NaN
530.030000,558.010000,572.480000,409.490000,627.990000,353.010000,538.000000,340.040000,622.010000,308.010000,796.970000,253.970000,879.980000,299.980000,NaN,NaN,NaN,NaN,689.950000,504.030000,695.950000,512.030000,NaN,NaN
530.020000,557.990000,572.460000,409.480000,628.000000,353.010000,538.000000,340.040000,621.990000,308.000000,796.960000,253.970000,880.000000,299.990000,NaN,NaN,NaN,NaN,690.470000,504.040000,695.450000,512.010000,NaN,NaN
530.030000,557.990000,572.500000,409.500000,628.000000,353.010000,538.020000,340.030000,621.990000,308.000000,796.970000,253.970000,880.000000,299.970000,NaN,NaN,NaN,NaN,690.460000,504.100000,694.970000,512.020000,NaN,NaN
530.040000,557.520000,572.010000,409.510000,628.030000,353.020000,538.000000,340.040000,622.020000,308.020000,797.030000,254.010000,880.010000,300.010000,NaN,NaN,NaN,NaN,690.470000,504.130000,694.970000,512.020000,NaN,NaN
530.060000,557.970000,572.610855,409.327725,628.010000,353.050000,538.020000,340.080000,622.020000,308.040000,797.060000,254.060000,880.000000,300.030000,NaN,NaN,NaN,NaN,689.990000,504.060000,694.970000,512.030000,NaN,NaN
530.020000,557.520000,573.010000,409.000000,627.520000,353.020000,538.000000,340.040000,622.010000,308.030000,797.020000,254.060000,879.990000,300.030000,NaN,NaN,NaN,NaN,689.980000,504.050000,694.470000,512.020000,NaN,NaN
530.040000,557.380000,573.000000,409.000000,628.500000,353.000000,538.500000,340.040000,622.490000,308.020000,797.000000,254.520000,880.000000,299.990000,NaN,NaN,NaN,NaN,689.980000,504.020000,693.970000,512.000000,NaN,NaN
530.040000,557.500000,572.520000,409.020000,629.020000,353.030000,539.020000,340.050000,622.750000,308.020000,797.010000,254.540000,880.030000,300.010000,NaN,NaN,NaN,NaN,690.000000,504.040000,694.020000,511.970000,NaN,NaN
530.030000,558.010000,572.484559,409.023499,629.530000,353.030000,539.200000,340.030000,623.010000,308.030000,797.020000,254.530000,880.010000,300.020000,NaN,NaN,NaN,NaN,690.000000,504.040000,693.980000,512.010000,NaN,NaN
529.540000,557.540000,572.363448,409.396135,630.000000,353.030000,539.020000,340.060000,623.010000,308.040000,797.010000,255.010000,880.000000,300.000000,NaN,NaN,NaN,NaN,689.990000,504.050000,693.980000,512.030000,NaN,NaN
529.350000,557.520000,572.297707,409.023499,630.010000,353.000000,539.000000,340.020000,622.990000,307.990000,797.000000,254.970000,880.000000,300.000000,NaN,NaN,NaN,NaN,689.490000,504.010000,693.980000,512.000000,NaN,NaN
529.540000,557.370000,571.924004,409.209817,630.000000,352.980000,539.000000,340.000000,622.990000,307.990000,796.990000,254.950000,880.020000,299.970000,NaN,NaN,NaN,NaN,688.990000,503.990000,693.980000,511.990000,NaN,NaN
529.520000,557.490000,571.924004,409.023499,629.990000,353.000000,539.500000,340.020000,623.510000,308.020000,796.990000,254.960000,880.010000,300.000000,NaN,NaN,NaN,NaN,688.990000,504.010000,693.990000,512.000000,NaN,NaN
529.010000,557.620000,571.550300,408.837181,630.010000,353.010000,540.010000,340.040000,623.990000,308.030000,797.000000,254.990000,880.010000,299.970000,NaN,NaN,NaN,NaN,689.000000,504.020000,693.990000,512.010000,NaN,NaN
529.030000,557.520000,572.110855,408.650863,630.020000,353.010000,540.200000,340.020000,624.010000,308.010000,797.010000,254.980000,879.990000,300.000000,NaN,NaN,NaN,NaN,689.000000,504.020000,694.000000,512.020000,NaN,NaN
529.030000,557.410000,571.737152,408.464545,629.990000,353.000000,540.000000,340.010000,624.010000,308.010000,796.490000,254.470000,880.020000,299.990000,NaN,NaN,NaN,NaN,688.990000,504.010000,693.980000,512.000000,NaN,NaN
529.010000,557.490000,572.010000,408.000000,630.010000,353.000000,540.510000,340.020000,623.990000,308.000000,796.470000,253.980000,879.980000,300.000000,NaN,NaN,NaN,NaN,688.970000,504.010000,693.970000,512.000000,NaN,NaN
529.000000,557.570000,572.510000,408.000000,630.000000,353.010000,541.000000,340.020000,624.000000,308.020000,795.990000,253.990000,880.020000,299.970000,NaN,NaN,NaN,NaN,689.000000,504.010000,693.990000,512.000000,NaN,NaN
529.020000,557.510000,572.530000,408.010000,630.020000,353.000000,541.010000,340.030000,624.010000,308.020000,796.030000,253.990000,880.000000,300.000000,NaN,NaN,NaN,NaN,689.000000,504.010000,694.010000,512.020000,NaN,NaN
529.030000,557.470000,573.030000,408.020000,630.010000,353.030000,541.010000,340.030000,624.000000,308.020000,796.020000,254.000000,880.010000,300.000000,NaN,NaN,NaN,NaN,688.500000,504.020000,694.000000,512.010000,NaN,NaN
529.010000,557.510000,573.010000,408.010000,630.010000,353.010000,541.020000,340.020000,624.010000,308.000000,796.010000,254.000000,880.010000,300.000000,NaN,NaN,NaN,NaN,688.990000,503.940000,693.990000,512.020000,NaN,NaN
