pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y
568.77,605.9,474.42,692.63,528.515746,731.328386,430.98,773.93,523.56,776.32,NaN,NaN,565.80173,784.499947,293.49,764.39
567.76,606.33,476.66,693.14,531.24,731.99,433.97,773.78,526.59,776.87,NaN,NaN,568.48,784.95,295.99,763.54
568.34,606.35,479.2873,694.384929,533.7,732.99,437,773.99,529.19,777.3,NaN,NaN,572.55,786.39,298.04,760.96
567.04,606.94,482.516638,695.672236,537.783149,733.950543,440.14,774.54,532.07,777.99,NaN,NaN,575.99,787.76,300.06,759.6
567.02,607.2,485.564776,696.717004,541.754893,734.366831,443.17,774.99,535.54,778.3,NaN,NaN,578.7,789.04,302.18,757.79
566.53,607.31,489.385849,698.246849,547.050552,734.991262,446.03,774.92,539.82,778.9,NaN,NaN,580.25,790.01,304.69,756.46
566.04,607.26,492.661054,699.019233,551.684253,735.783118,448.88,774.43,544.94,779.67,NaN,NaN,582.28,790.92,308.67,754.69
565.92,606.94,495.436259,700.049078,555.214693,736.242399,452.57,774.02,549.15,780.64,NaN,NaN,585.821673,791.218606,312.03,754.07
565.91,606.97,498.83,700.46,558.686437,736.742399,456.06,774.14,553.47,781.13,NaN,NaN,588.45,791.28,315.01,754.03
565.63,607.52,502.51,700.75,563.275571,736.493537,459.39,774.26,558.3,781.36,NaN,NaN,590.97,791.52,318.06,754.45
565.13,607.52,506.899477,700.821462,566.967968,736.531981,462.41,774.84,562.22,781.82,NaN,NaN,594.05,792.31,322.09,754.77
564.85,607.97,512.1,701.1,570.219059,736.074975,466.35,775.08,566.3,781.88,NaN,NaN,597.16,792.16,325.93,755.89
564.86,607.96,516.88,700.55,574.190803,735.450543,470.61,774.83,571.7,782.21,NaN,NaN,602.674375,791.741061,330.01,756.75
564.39,607.92,521.611495,699.792438,578.707115,734.909824,475.33,774.76,576.54,782.85,NaN,NaN,605.98,791.76,334.07,757.08
564.43,607.98,526.778672,700.131099,583.561469,734.369105,479.72,774.66,581.11,783.53,NaN,NaN,610.05,791.99,338.13,756.7
563.87,608.34,533.458943,700.131099,588.033213,733.993537,484.34,774.31,585.56,784.07,NaN,NaN,614.49,792.5,343.18,755.33
563.58,608.07,538.485133,699.792438,592.342999,734.326112,488.25,773.01,590.08,784.3,NaN,NaN,618.45,792.48,348.02,753.11
563.57,608.56,543.511322,699.453776,596.535396,734.158687,492.03,771.87,594.16,784.06,NaN,NaN,622.23,791.94,352.97,750.88
563.11,608.57,548.537512,698.776454,600.448445,733.950543,495.62,770.5,597.52,784.09,NaN,NaN,625.7,791.87,357.68,749.4
562.95,608.51,552.486661,697.76047,602.875622,733.617968,498.58,769.86,600.84,784.2,NaN,NaN,627.45,791.87,360.61,748.34
562.96,609.02,556.217783,696.921809,606.082147,733.617968,501.13,769.22,603.61,784.13,NaN,NaN,629.88,792.25,363.81,746.97
562.96,609,558.294824,696.744486,608.799018,733.445306,501.18,768.95,605.68,784.01,NaN,NaN,631.56,793.34,365.39,746.98
562.96,609.02,559.089892,696.744486,610.875026,733.445306,501.1,768.42,608.06,784.01,NaN,NaN,631.63,793.06,366.64,746.8
562.98,609.01,559.589892,696.744486,611.690296,733.132889,501.02,768.52,609.03,784.02,NaN,NaN,631.99,793.52,366.42,746.95
562.97,608.98,559.88496,697.083147,611.919624,732.916561,500.97,769.03,609.01,784.54,NaN,NaN,632.02,794.02,366.34,747.1
562.99,608.99,560.680027,697.421809,611.919624,733.132889,500.98,769.11,608.52,785.05,NaN,NaN,632.04,794.03,367.05,747.74
562.99,608.97,560.448905,696.921809,611.690296,732.916561,500.98,770.12,608.99,785.05,NaN,NaN,632.04,794.02,367.57,748.6
562.99,609,560.38496,697.421809,610.772984,733.565544,500.98,770.66,608.5,785.54,NaN,NaN,632.01,794.01,368.55,750.29
562.99,609.03,560.166933,697.421809,611.23164,733.349217,500.98,771.6,608.46,786.03,NaN,NaN,632.01,794.03,369.05,751.96
562.98,609.01,560.166933,696.744486,610.92,733.04,500.95,772.04,607.99,786.08,NaN,NaN,632.5,794.05,369.14,752.24
562.5,608.99,560.38496,697.083147,610.95,733.55,500.97,772.57,607.99,786.53,NaN,NaN,632.5,794.04,369.02,752.19
562.74,609.01,561.230878,697.099131,610.4,734.05,500.97,773.04,607.97,787.05,NaN,NaN,632.98,794.57,368.98,752.02
562.51,609,560.602987,698.099131,609.95,734.29,500.96,773.06,607.97,787.12,NaN,NaN,632.99,795.08,369,752.03
562.74,609.05,560.962,697.937793,609.79,734.94,500.96,773.05,607.96,787.6,NaN,NaN,632.48,795.62,368.99,752.52
562.99,609.02,561.321014,698.421809,609.42,735.32,500.97,773.55,607.98,788.05,NaN,NaN,631.98,796.07,368.99,753.01
562.5,609,560.38496,699.115115,608.95,736.28,500.98,774.03,607.48,788.56,NaN,NaN,631.92,796.62,368.98,753.02
562.72,609.01,559.666933,699.776454,608.91,736.76,500.97,774.04,607.47,789.06,NaN,NaN,631.98,797.04,368.99,753.01
563.01,608.98,559.307919,700.292438,608.95,737.06,500.98,774.04,607.47,789.6,NaN,NaN,632,797.04,368.99,753.01
563.01,609.02,558.948905,701.131099,608.94,737.55,500.98,774.04,607.49,790.04,NaN,NaN,631.99,797.03,369.01,754.05
562.52,609.49,558.589892,701.485744,608.95,738.05,500.99,774.52,607.51,790.05,NaN,NaN,632,797.51,368.99,754.56
562.64,609.44,557.871865,702.324406,608.99,738.16,500.99,775.02,607.5,790.03,NaN,NaN,631.99,798.01,369.01,755.03
562.98,608.97,557.653838,702.824406,608.95,738.01,500.99,775.04,607.48,790.01,NaN,NaN,632,798.01,368.98,755.03
562,609.51,557.076797,703.324406,608.97,738.51,500.99,775.51,607.49,789.5,NaN,NaN,631.99,799.01,369.01,755
561.8,609.52,556.85877,703.84039,608.96,739.02,500.99,776.01,607.49,789.99,NaN,NaN,631.98,799.05,369,755
561.83,610.06,556.640743,704.356374,608.99,739.14,501,776.03,607.49,790.01,NaN,NaN,631.99,799.01,369.02,755.04
562.01,610.01,556.204689,705.533696,608.98,739.01,501,776.01,606.99,790.01,NaN,NaN,631.98,799.01,368.99,755.02
562,609.99,555.563702,706.388341,608.99,739.51,501,776.01,606.98,790,NaN,NaN,632,799.02,369.01,755
562,609.99,555.063702,707.081648,608.99,740,501,776.01,607,790.01,NaN,NaN,631.5,799.01,369,754.99
561.98,609.99,554.704689,707.613616,608.99,740.01,500.99,776,607,790.01,NaN,NaN,631.45,799,369,754.99
562,610,554.422716,708.500229,608.99,740.01,501,776.01,606.99,790,NaN,NaN,631,799,369.02,755
562.02,609.99,553.93,709.08,609,740,501.01,776,607.01,789.98,NaN,NaN,631.01,799.51,369.02,755
562,610.03,553.58,709.66,608.99,740.03,500.99,776.01,607,790.01,NaN,NaN,631,800.01,369.01,755.01
561.99,610,553.4,710.56,609,740,501.01,776.01,606.99,790.02,NaN,NaN,630.99,800,369.01,755.02
561.99,609.99,553.42,711.54,609,740,501,776,607.01,789.99,NaN,NaN,631.02,800.01,369,755.01
561.98,609.98,552.93,711.53,609,739.98,501.01,776,607,790.01,NaN,NaN,630.99,799.99,369.01,754.98
562,610.03,552.94,712.58,609.01,740.01,501,776,607,789.99,NaN,NaN,630.99,800,369,755.01
561.99,610,552.44,714.04,609,740.01,501,776.01,606.99,789.99,NaN,NaN,631.01,800,369.01,754.99
561.51,609.99,551.97,716.03,609,739.5,501,776,607.01,790,NaN,NaN,631.01,800,369.01,755
561.75,610.02,551.45,717.52,608.99,739.88,501.01,776,607.01,790,NaN,NaN,630.99,799.99,369,755.01
561.99,610.02,550.951228,718.967475,608.99,740.01,500.99,776.01,606.99,789.99,NaN,NaN,631,800,369.01,755
560.99,609.99,551.111687,719.952377,609,740,501,776,607,790.01,NaN,NaN,631.01,800.01,369.01,755
560.73,610.03,551.241343,721.43728,608.98,740.01,501.01,776,606.98,790.01,NaN,NaN,630.99,799.99,368.99,755.02
560.75,610.03,551.241343,722.625202,609,740.01,500.99,776.02,607,790.02,NaN,NaN,631,800.01,369,755.03
560.99,610.02,551.346285,723.615137,608.98,740.02,501,776.02,607.01,789.99,NaN,NaN,631.01,800.01,369,755.02
560.99,609.98,551.6364,724.506078,609.02,740.01,501,775.99,606.99,790.01,NaN,NaN,631,799.99,369.01,755.04
561.01,610.02,551.766056,725.100039,608.97,740,501.01,776.01,607,790.02,NaN,NaN,631,800.01,369.01,755.03
560.99,610,551.766056,725.694,609.01,740,500.99,776.01,607.01,789.98,NaN,NaN,631,800,368.99,755.03
560.99,609.98,551.951228,726.386955,608.98,740,501,776,607,790.01,NaN,NaN,631.5,799.99,369.01,755
560.98,610.01,551.870999,726.980916,609.99,738.51,501,776.5,608.01,789.98,NaN,NaN,631.49,799.99,369,755.01
560.99,610.01,552.266056,726.975883,610.03,738.72,501,777,608,790.01,NaN,NaN,631.07,800.01,368.99,755.02
560.99,610.03,552.185827,727.272864,610.99,738.51,500.99,777,608.01,790,NaN,NaN,631.49,799.99,369.01,755.01
560.98,610,551.975941,726.772864,611.02,738.55,501.01,777.01,609,789.5,NaN,NaN,631.07,800.01,368.99,756.01
560.98,610,551.870999,727.277896,611,738.5,501,777,609.51,789.49,NaN,NaN,630.99,800,369,756.06
560.98,609.98,551.661113,727.079909,610.96,738.1,501.01,777.01,610.02,788.98,NaN,NaN,631,799.99,369.01,756
560.99,610,551.975941,727.079909,611,737.99,500.99,777,610.03,789,NaN,NaN,631,800,369.01,756.02
561,610.02,551.870999,727.178903,611,738.01,501.01,777,609.99,789,NaN,NaN,631.5,800,369,756.01
560.99,610.04,551.99,727.06,610.99,738.01,501,777.01,610.01,789.01,NaN,NaN,631.49,800.01,368.99,756.01
560.96,610,551.99,727.02,610.99,738,500.99,777.01,610,789,NaN,NaN,631.06,800,369,756.01
560.98,609.99,551.99,726.99,611,738,501,777,609.99,788.99,NaN,NaN,630.99,799.99,369,756.01
560.98,609.99,552,727,611.01,737.99,501,776.99,610,789,NaN,NaN,631.01,799.99,369,755.99
561.01,610.01,552.01,727.03,611,738,501,777,610.02,789,NaN,NaN,631,800,369.01,756
561,610,552.01,727.02,611,738,501,777,609.98,789.02,NaN,NaN,631,799.99,369,755.98
560.98,610.01,551.99,727.04,611.49,737.51,500.99,777,610,789.01,NaN,NaN,631,800.01,369.02,756.02
560.98,609.95,552.01,726.96,611.67,736.93,501,777,610.01,789,NaN,NaN,631.01,799.99,369.02,755.99
560.98,609.98,551.99,726.99,611.95,736.5,501,777,610,789,NaN,NaN,631,799.99,369,756.01
560.99,610,552,727.55,611.97,736.44,501,777.01,610,788.5,NaN,NaN,631,800,369,756.03
561,610.03,551.99,727.55,612.49,736.01,500.99,777,610,788.49,NaN,NaN,631.01,800.01,369.01,756.03
560.99,610,552,727.51,612.65,736,501,777,610.5,788,NaN,NaN,631,800,369.01,755.99
561,609.98,552,727.48,613.02,735.5,501,777,611,787.99,NaN,NaN,631,799.99,369.01,756.01
560.97,610,551.97,727.52,613.47,735.51,501.01,777,611.01,788,NaN,NaN,631.01,799.99,368.99,756
560.98,610,551.99,727.55,613.55,735.53,501,777,611,788.01,NaN,NaN,631,800.01,369,756.02
560.98,610.01,551.870999,727.37689,613.47,735.98,500.99,777,610.99,787.98,NaN,NaN,631,799.99,368.99,756
560.96,610,551.661113,727.475883,613.49,736.01,500.99,777,611,788.01,NaN,NaN,631,800.01,369.01,756.02
560.96,609.97,551.96,727.75,613.01,736,501.01,777,611.01,788,NaN,NaN,631.5,799.99,369.01,756.01
560.98,609.97,552,727.99,613.01,735.99,501,776.99,610.99,787.99,NaN,NaN,632,800,369,756
561,610.01,552,728.04,613.48,736.02,500.99,777.01,611,788.01,NaN,NaN,632,800.01,369.01,756.03
560.97,610.01,552.01,728.02,613.07,735.99,501,777,611.5,787.49,NaN,NaN,631.99,799.99,368.99,757
560.98,610,552.03,727.99,613.01,736.01,501,777.01,612,786.99,NaN,NaN,632.01,799.99,369.02,757.04
560.96,609.98,552.01,727.98,612.99,735.99,501,776.99,612,786.99,NaN,NaN,632.01,799.99,369,757
560.98,610.01,551.5,728.01,613,736,501,776.99,612.01,786.99,NaN,NaN,632,800,369,757.01
561.01,610,551.84,727.96,612.99,735.99,501.01,776.99,612.5,786.5,NaN,NaN,631.99,799.99,369.01,756.99
560.99,610,552,728.04,613.48,736,500.99,777,613.01,786.47,NaN,NaN,632.01,799.99,368.99,757.01
561,610.01,552,728.01,613.11,736,501.01,777.01,613.06,785.99,NaN,NaN,632.01,799.99,369.01,757.01
560.97,609.98,551.98,727.98,613.49,736.01,501,776.99,612.99,786,NaN,NaN,631.99,800,369,756.98
560.99,609.97,552.02,727.98,613.09,735.99,501,776.99,613.01,785.99,NaN,NaN,632,800.01,369.01,757
561,609.97,552.01,728.01,613,735.99,500.99,777,613,785.99,NaN,NaN,632,799.99,368.99,757
560.5,609.99,552,728.04,612.99,736.01,501.01,777.01,613.01,786.01,NaN,NaN,632,800.01,369.01,757.01
560.87,609.98,552,727.99,612.99,735.99,501.01,777,613,786,NaN,NaN,632,799.99,368.51,757.49
560.97,609.97,551.99,727.98,613.01,735.99,500.99,777.01,613,785.98,NaN,NaN,632,799.99,368.88,757.04
560.97,609.99,551.5,728,614.01,736.01,501,777.01,613,786,NaN,NaN,632,800.01,369.01,757.03
561,610.02,551.82,728,614.05,736,500.98,777,613,786,NaN,NaN,631.99,800,368.99,757.03
561.01,610,551.5,728.04,614.51,736.01,501.01,777.01,612.99,786.01,NaN,NaN,632,800,368.5,757.01
561.03,609.98,551.9,728.43,615.01,735.99,501,776.99,613.01,785.99,NaN,NaN,632.01,800,368.91,757
560.99,609.96,552.06,728.11,615.02,736,501,776.98,613.5,786,NaN,NaN,632,799.99,369.01,756.98
560.99,609.96,552.02,728.47,615,735.98,501.01,777,614,786,NaN,NaN,632,799.99,369,756.99
560.98,609.94,552.06,728.18,615,736,501,777,614,785.99,NaN,NaN,632,799.99,369.01,756.99
561.01,609.96,552,728.5,614.98,735.98,501,777,613.99,786,NaN,NaN,631.99,800.01,368.98,757.01
560.99,609.96,551.51,728.49,615.01,736.01,501,777,614,785.99,NaN,NaN,632.01,800,368.51,757
560.98,609.98,551.39,728.07,615.01,736,501,777.02,614,786,NaN,NaN,631.99,800.01,368.88,757.02
561,610,551.5,728.03,615,735.52,501,777.01,613.99,786.01,NaN,NaN,632.01,800.01,368.52,757.03
560.99,610,552,728.02,614.97,735.55,500.99,777.01,614.01,786,NaN,NaN,632.01,800,368.87,756.99
561.02,609.99,552.02,727.99,615.01,735.58,501.01,777.01,614,786.02,NaN,NaN,632.01,800.02,369.02,757.03
561,609.99,551.766056,728.366825,615.03,735.5,501,777,614,786,NaN,NaN,632,800,369.01,757.01
560.99,610.03,551.661113,728.465818,614.97,735.61,500.99,777.01,613.99,786.52,NaN,NaN,632,800.01,369.01,757.02
561,609.97,551.782031,728.318184,615.02,735.99,501.01,776.99,614.01,786.99,NaN,NaN,632.01,799.99,369,756.98
561,609.97,551.990394,728.763654,615.01,735.98,500.99,777,614,787,NaN,NaN,632.01,799.99,368.5,756.97
561.01,610,551.518152,728.540919,615.01,735.48,501.01,776.99,614,786.99,NaN,NaN,631.99,800,368.88,757
560.99,609.97,551.754273,728.763654,615.01,734.98,501.01,776.99,614.01,786.99,NaN,NaN,632.02,799.98,369.01,756.98
560.49,609.98,551.754273,728.763654,614.99,734.6,501.01,776.99,613.99,786.99,NaN,NaN,632,800.01,369,756.98
559.99,609.98,551.282031,728.709125,614.99,734.61,501,777,614.01,787.01,NaN,NaN,632,800,369,756.99
562.866217,608.950595,551.754273,729.154596,614.99,735.02,501,777.01,613.99,787,NaN,NaN,632,800,368.99,757.02
562.866217,608.717834,551.782031,728.931861,614.99,734.99,501.01,777.01,614.02,787.01,NaN,NaN,632,800.01,369.01,757
562.586904,609.183357,551.518152,729.154596,615,735.03,500.99,777,613.99,787.01,NaN,NaN,632,800.01,368.99,757.01
561.80759,608.717834,551.518152,728.931861,615,734.98,501,776.99,614,786.98,NaN,NaN,632,800,369,757.01
562.366217,608.717834,551.282031,729.154596,614.99,735.02,501,777.01,613.99,787.01,NaN,NaN,632.01,800,368.51,757.02
562.366217,608.950595,551.754273,728.931861,615.01,734.99,500.99,776.99,613.99,786.99,NaN,NaN,631.99,800,368.86,756.99
561.80759,608.950595,551.518152,728.931861,615.52,734.98,501.02,776.99,614.01,787,NaN,NaN,632,799.98,369,756.94
562.086904,608.717834,551.782031,728.931861,615.99,735,501,776.99,614,786.98,NaN,NaN,632.01,799.99,369.01,756.99
561.586904,608.683357,551.518152,729.154596,616.01,735,501,776.99,614,786.98,NaN,NaN,632,800,369.02,756.98
560.631707,609.14888,551.254273,729.154596,615.98,735,501,777,613.99,787.01,NaN,NaN,632,800,368.99,756.99
559.455825,609.579926,551.018152,729.154596,615.99,735,500.99,777.01,614,787.01,NaN,NaN,631.99,800,369,756.99
559.07,609.7,551.254273,728.818184,616,735.01,501,777.01,614,787.03,NaN,NaN,632,800.02,368.99,757
552.482195,606.298374,551.490394,727.313565,615.5,735.01,501,777.04,614,787.57,NaN,NaN,631.99,800.09,369.03,757.03
559.514452,604.528127,552.198757,725.031682,615.52,735.06,500.98,778.12,613.97,788.64,NaN,NaN,631.99,802.11,368.51,757.72
574.366651,594.353303,553.14324,722.581593,615.55,735.46,500.99,779.1,614,788.56,NaN,NaN,632,802.56,368.84,758.24
585.699217,589.262765,553.907119,720.29971,614.54,735.28,501.01,778.96,614.01,788.92,NaN,NaN,632,802.42,369.02,758.02
604.856651,590.280873,554.823845,717.795092,614.54,734.82,501.01,778.93,614.03,788.37,NaN,NaN,632.02,800.89,369.02,757.82
624.823553,593.080669,555.587724,715.231326,614.41,734.23,501.03,777.9,614,787.89,NaN,NaN,632,799.36,369.01,757.84
643.171518,598.171207,556.504449,712.558501,614.54,733.92,501,777.95,613.99,787.98,NaN,NaN,632.01,798.96,369.01,757.91
662.328951,603.234584,558.157296,708.717471,615.08,734.01,500.99,778.07,613.99,788.07,NaN,NaN,631.98,800.06,369.01,758.07
674.161518,609.088703,559.282384,705.93097,614.75,733.97,500.99,778.04,614,788.06,NaN,NaN,632,800.11,369,758.14
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
