pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y,pt12_cam1_X,pt12_cam1_Y,pt13_cam1_X,pt13_cam1_Y,pt14_cam1_X,pt14_cam1_Y,pt15_cam1_X,pt15_cam1_Y,pt16_cam1_X,pt16_cam1_Y
193.015667,938.283828,15.417554,854.241457,68.704126,775.67471,-39.230633,755.689233,61.51888,714.066559,268.8,643.24,368.61,681.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190.164245,939.306403,17.392103,849.13486,71.126817,773.481195,-34.910633,753.599233,63.679798,712.000034,273.12,641.15,371.86,680.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.718593,937.574038,NaN,NaN,129.218593,941.508145,NaN,NaN
186.956395,940.840266,19.46187,844.963668,74.603277,770.558709,-31.720633,751.309233,66.435733,709.618385,276.31,638.86,375.08,678.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.083552,936.014354,NaN,NaN,129.354452,943.070136,NaN,NaN
184.817828,941.351553,21.50646,840.273785,78.579737,767.896777,-27.910633,748.149233,69.281386,707.259882,280.12,635.7,379.27,676.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.478016,934.857827,NaN,NaN,130.812653,943.761481,NaN,NaN
181.705095,942.947267,23.745773,837.711468,82.556197,764.072911,-24.130633,745.439233,72.316748,704.901379,283.9,632.99,383.48,672.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,132.237822,934.946162,NaN,NaN,130.925124,944.594743,NaN,NaN
177.703647,944.743261,26.082447,834.045778,87.327949,760.791254,-19.980633,742.319233,75.800662,701.772913,288.05,629.87,387.82,669.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.225342,933.827747,NaN,NaN,131.112426,944.279834,NaN,NaN
172.635146,946.784146,28.419121,831.066306,92.292639,756.608217,-14.360633,736.569233,79.715445,698.188717,293.67,624.12,392.2,665.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133.842048,934.237979,NaN,NaN,130.706076,942.816852,NaN,NaN
169.433987,947.804588,31.703024,825.690206,96.359683,752.544903,-9.060633,731.399233,83.411517,694.071813,298.97,618.95,397.55,660.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.644172,932.631253,NaN,NaN,125.642584,940.964925,NaN,NaN
166.232828,949.069919,37.442111,819.897162,102.064703,747.208099,-3.870633,725.749233,88.793055,688.208427,304.16,613.3,403.32,653.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130.312653,928.637409,NaN,NaN,121.891791,935.835107,NaN,NaN
165.264906,949.600583,44.870054,811.824,108.057273,741.570136,2.379367,717.739233,93.117464,681.146698,310.41,605.29,410.3,645.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,129.953916,920.818179,NaN,NaN,120.447272,928.36746,NaN,NaN
164.53167,949.845472,53.537384,803.836234,117.442809,732.491824,5.212584,709.498299,99.396984,671.811121,318.54,595.43,418.22,635.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162.73138,950.600583,63.251577,795.804426,126.683021,723.105534,21.14571,698.035776,105.326354,663.159987,329.38,585.85,428.89,625.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162.998143,950.100583,75.124479,787.337031,139.375284,714.725136,34.958538,689.873939,117.705274,656.086636,342.69,577.35,441.47,616.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162.697854,950.355693,91.881213,779.763146,154.49662,708.166564,48.580725,684.61559,133.23431,650.585197,356.05,570.1,455.43,609.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.181196,868.333849,NaN,NaN,200.359763,879.702306,NaN,NaN
161.630801,951.376135,107.735305,775.416184,171.64199,703.701088,62.11,680.88,149.359688,644.774095,369.84,563.88,469.7,602.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.787607,858.269969,NaN,NaN,229.876534,869.634868,NaN,NaN
161.063748,952.396577,127.612077,773.605849,189.287359,698.828707,77.57,676.7,165.787181,638.962992,384.71,557.2,485.26,595.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,244.360451,850.06977,NaN,NaN,255.187017,859.094899,NaN,NaN
161.294074,952.259072,148.198733,774.511016,207.194745,695.185055,96.56,670.65,183.582751,633.15189,400.4,550.71,501.67,586.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,271.513293,842.055939,NaN,NaN,282.57171,850.248559,NaN,NaN
161.097473,952.56324,171.134287,776.986121,224.983139,695.049421,114.61,667.12,200.076206,630.001102,416.63,544.51,519.14,578.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,298.070452,833.86201,NaN,NaN,306.61514,839.704249,NaN,NaN
161.39078,952.422993,194.525157,779.831036,243.794968,695.581798,135.58,666.34,217.871776,628.586024,434.08,541.33,535.4,571.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,324.698389,833.245988,NaN,NaN,335.402802,839.216829,NaN,NaN
161.39078,952.422993,216.835503,784.055789,263.402116,700.768155,154.96,669.06,239.610879,631.118494,451.39,542.68,552.23,571.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.172119,839.216829,287.985418,845.757961,357.997251,848.359352,NaN,NaN
161.244127,953.124229,236.161648,789.200248,279.671878,708.545066,173.89,674.53,259.909079,635.825174,469.28,549.57,568.140702,577.935412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,359.897719,843.306905,295.939823,856.182691,368.977731,851.968243,251.240503,905.985806
160.804167,952.983982,246.518248,792.701494,292.187079,714.731423,181.42,678.39,273.308179,640.271843,484.35,556.81,582.1,586.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,361.37586,847.156388,301.448141,860.711108,367.288426,854.133577,NaN,NaN
160.804167,953.404723,250.12781,791.628555,296.358813,715.130373,184.76,677.17,275.737548,639.478522,490.739569,558.152001,588.513805,589.149619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,359.553067,848.599945,NaN,NaN,365.599122,854.614763,NaN,NaN
160.51086,953.825465,248.315203,791.486674,297.94468,715.428274,184.84,676.5,274.252683,639.031853,490.391454,556.94733,588.0427,588.181374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,359.053067,848.599945,NaN,NaN,365.176796,855.336541,NaN,NaN
161.097473,953.965712,246.522055,791.224532,299.279026,715.827225,185.37,675.98,275.242593,639.085184,490.49,557.27,587.48491,588.617864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,358.537431,848.913994,NaN,NaN,363.487491,856.780097,NaN,NaN
160.51086,953.825465,245.029669,790.843461,299.613373,716.029324,185.41,676.47,276.232503,638.61185,491.11,557.4,588.898226,590.117864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,357.537431,849.09571,NaN,NaN,361.798186,857.983061,NaN,NaN
160.804167,953.965712,243.334237,790.46239,300.364893,715.928274,186.36,675.85,276.232503,639.11185,491.61,557.12,588.956015,589.101987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.349339,849.550188,NaN,NaN,360.742371,859.186024,NaN,NaN
160.51086,953.965712,242.338044,789.771855,300.030546,715.231423,187.35,675.82,276.232503,638.638515,491.44,556.91,588.898226,589.554355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,355.88562,850.284094,NaN,NaN,360.742371,859.907802,NaN,NaN
161.157513,953.965712,240.544897,789.509713,298.779026,715.029324,187.3,675.77,275.737548,639.585184,490.89,557.01,588.93,590.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.730273,850.284094,NaN,NaN,360.742371,860.148395,NaN,NaN
160.804167,954.10596,239.150227,788.819177,298.861853,714.332472,186.97,676.02,274.747638,639.11185,490.64,557.14,588.86,590.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.307947,850.284094,NaN,NaN,359.686556,861.110766,NaN,NaN
160.804167,954.10596,237.556318,788.175964,297.275986,714.332472,185.98,676.58,274.747638,639.585184,490.03,557.11,588.81,591.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.230273,850.302908,NaN,NaN,359.053067,860.870173,NaN,NaN
160.95082,953.965712,235.962409,787.985429,296.775986,714.332472,185.06,677.05,272.767818,639.585184,489.47,557.03,588.73,591.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.307947,849.802908,NaN,NaN,359.475393,861.351359,NaN,NaN
160.95082,954.246207,234.966216,787.485429,296.775986,714.034571,184.04,677.58,273.262773,640.531853,489.34,556.94,588.83,590.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.51911,850.284094,NaN,NaN,359.686556,861.351359,NaN,NaN
160.657513,954.246207,234.470023,787.104357,295.524466,714.034571,183.57,678.03,271.782953,640.558519,489.43,556.98,588.91,591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.307947,850.284094,NaN,NaN,359.475393,861.591951,NaN,NaN
160.804167,954.246207,233.571546,786.723286,294.272946,713.534571,183.05,678.55,275.257728,639.585184,488.92,556.94,588.92,590.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.51911,851.487057,NaN,NaN,359.475393,861.591951,NaN,NaN
160.95082,953.965712,233.173069,786.913822,293.521426,713.23667,183.01,679.16,274.747638,639.11185,489.39,556.92,588.37,591.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.307947,852.449428,NaN,NaN,358.208414,862.31373,NaN,NaN
160.657513,954.386454,232.376114,786.532751,293.855773,713.135621,183.5,679.17,273.757728,639.11185,489.12,556.89,587.86,591.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.174457,851.968243,NaN,NaN,358.02,862.21,NaN,NaN
160.804167,954.386454,231.977637,785.770609,293.104252,712.83772,184,679.11,276.242593,638.665181,488.9,556.91,588.16,591.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.51911,852.208835,NaN,NaN,357.97,862.51,NaN,NaN
160.804167,954.10596,231.778399,785.699002,293.021426,712.33772,183.52,679.17,275.242593,639.11185,488.86,556.9,587.87,591.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.174457,852.690021,NaN,NaN,357.96,862.53,NaN,NaN
160.51086,954.386454,231.379921,784.93686,293.021426,712.73667,183.07,679.56,274.99,639.04,488.87,556.85,587.86,590.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.307947,852.449428,NaN,NaN,357.96,862.56,NaN,NaN
160.364207,954.666949,231.481444,784.93686,291.769906,711.938769,183,680.1,275,639.05,488.94,556.83,587.89,590.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,356.096783,852.690021,NaN,NaN,357.44,863.09,NaN,NaN
160.804167,954.807196,231.582967,783.674718,290.518386,711.539819,182.99,679.5,274.99,638.96,487.48,556.3,587.92,590.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,355.88562,852.690021,NaN,NaN,356.89,863.1,NaN,NaN
163.732233,945.884937,232.282206,783.222041,290.518386,711.140868,183.01,679.9,275.49,638.88,487.22,555.91,587.98,590.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207.496137,877.584372,234.07916,781.84097,290.518386,710.741918,182.98,679.39,277.94,637.88,487.03,555.85,588.04,589.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
277.484811,820.614815,236.560125,781.316686,290.518386,710.741918,183.01,679.03,277,637.97,487.04,555.45,588.07,589.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
328.624259,810.518396,240.544897,781.697757,291.852732,712.039819,183.01,679.03,278.51,638.04,487.02,555,588.02,589.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
381.359911,823.826858,245.725101,783.412576,293.438599,712.039819,183.01,678.95,278.52,638.08,488.15,555.15,588.12,590.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
427.110713,839.153619,251.104543,785.127396,295.190119,713.23667,183.04,679.14,279.35,638.55,488.11,555,588.12,589.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
