pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206.658664,280.360600,132.399456,329.510783,137.058696,368.465188,91.385187,396.238193,135.626547,396.400701
206.658664,279.778909,128.125796,331.424521,136.840000,368.110000,90.950000,396.090000,136.490000,396.530000
206.450000,280.520000,124.781193,332.816331,136.300000,368.550000,90.500000,396.550000,135.990000,397.020000
206.060000,280.260000,122.365646,334.034164,135.910000,368.580000,91.000000,397.560000,136.020000,397.030000
206.560000,280.930000,120.693344,335.425974,136.000000,368.990000,91.090000,398.060000,136.540000,397.010000
206.420000,282.800000,119.950099,336.643807,137.030000,369.530000,91.660000,398.040000,137.070000,397.010000
205.790000,283.640000,119.649420,337.861640,137.600000,369.480000,92.170000,397.990000,137.620000,397.010000
205.130000,285.340000,118.777797,338.035616,138.180000,369.460000,93.270000,397.970000,138.080000,396.990000
203.750000,286.190000,118.835231,338.209593,139.400000,369.500000,94.230000,397.450000,139.120000,397.000000
202.860000,286.560000,118.277797,339.079473,140.440000,369.480000,94.720000,396.980000,139.640000,397.000000
201.140000,287.000000,118.035417,339.461439,142.480000,369.390000,95.680000,395.920000,141.600000,396.960000
200.120000,287.000000,118.649420,340.275378,144.010000,369.420000,96.720000,395.440000,142.630000,396.970000
199.020000,287.150000,120.206854,341.189116,145.540000,369.410000,98.898569,394.274986,144.120000,396.960000
197.990000,287.530000,121.064967,341.689116,146.607258,369.347518,101.868976,394.274986,145.120000,396.950000
196.930000,287.010000,121.631749,342.360552,147.315033,369.347518,103.791004,393.947785,146.120000,396.950000
195.390000,287.530000,122.262654,343.031130,148.164364,369.480056,104.839383,393.947785,147.110000,396.990000
195.030000,287.450000,122.405832,343.853693,150.079914,369.347518,106.354153,393.874486,149.120000,397.000000
192.980000,287.560000,122.599353,344.578471,151.778575,369.214979,107.335900,393.874486,150.620000,396.990000
190.800000,287.710000,123.179915,345.665638,153.052570,369.449901,107.990397,393.108473,152.100000,396.990000
188.700000,287.740000,124.308643,346.934001,153.826566,369.714979,109.626642,393.108473,153.100000,397.000000
187.290000,287.820000,124.116264,347.866400,154.392786,369.449901,110.444764,393.414878,154.090000,397.030000
185.290000,288.270000,124.616264,348.794273,155.525227,369.449901,111.917384,393.568081,155.580000,397.000000
183.840000,288.660000,124.987887,348.794273,156.657667,369.347518,112.690000,394.060000,156.560000,396.990000
181.510000,288.980000,125.235635,349.026241,157.648552,369.582440,113.200000,393.580000,157.560000,397.000000
180.960000,289.050000,126.102754,349.374193,158.724263,369.521760,113.710000,394.060000,158.590000,397.010000
180.000000,289.160000,127.089245,349.606162,160.159127,369.290454,114.660000,394.070000,160.090000,397.000000
179.160000,289.680000,129.686100,349.874193,161.885367,369.156107,115.730000,394.050000,161.600000,396.960000
178.180000,289.180000,132.282955,350.338130,164.607203,369.021760,118.000000,394.380000,164.060000,397.000000
177.200000,289.610000,134.879810,350.650019,167.481334,368.887413,120.670000,394.110000,166.600000,396.980000
176.300000,289.540000,139.848288,350.766003,170.781519,368.753066,125.140000,393.920000,170.050000,396.470000
175.850000,289.510000,144.436136,350.650019,174.081705,368.850025,129.550000,393.850000,173.560000,396.000000
175.090000,289.610000,149.014978,349.990178,178.099322,368.350025,134.150000,394.000000,177.500000,395.340000
175.140000,289.610000,153.191037,350.540638,181.598657,368.224463,138.430000,394.230000,181.020000,394.640000
174.850000,289.530000,158.759089,351.843988,184.701461,368.547260,142.280000,394.780000,184.030000,394.260000
174.920000,289.470000,162.453319,353.927155,187.689347,368.370057,146.110000,395.050000,186.950000,394.030000
174.890000,289.470000,165.630699,355.643501,192.578404,368.603290,150.190000,395.020000,191.350000,394.450000
174.410000,289.490000,169.296906,357.474269,196.978011,369.292701,153.730000,396.330000,196.070000,394.310000
173.950000,289.980000,173.085320,359.190614,201.150434,369.752309,158.080000,397.270000,200.070000,394.000000
174.490000,290.000000,176.140492,360.906960,204.954702,369.867211,161.800000,397.890000,204.060000,393.470000
173.910000,289.470000,179.928906,363.237728,208.418196,369.677799,164.320000,397.780000,207.520000,392.870000
173.960000,290.480000,182.856323,365.519975,210.381689,369.677799,165.200000,396.070000,209.960000,392.710000
173.450000,290.010000,184.119987,365.304952,211.363436,369.292701,166.280000,395.440000,210.660000,392.430000
173.460000,290.040000,184.883651,365.483707,211.608873,368.947996,167.110000,394.950000,211.090000,391.960000
172.850000,290.360000,184.883651,366.447440,211.117999,368.603290,167.030000,394.950000,211.040000,391.470000
172.860000,290.290000,184.310903,365.447440,211.240717,368.373486,167.990000,394.960000,211.020000,390.980000
172.950000,290.510000,184.883651,365.947440,211.240717,368.028781,168.000000,394.960000,211.480000,390.940000
173.030000,290.040000,184.692735,365.768684,211.731591,368.143682,168.490000,394.470000,211.520000,391.000000
172.050000,290.540000,184.692735,366.126196,211.486154,368.028781,168.480000,394.010000,211.480000,391.020000
