pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
351.361873,365.310833,269.318872,421.293701,279.981128,452.482464,221.381958,481.283872,280.970122,479.774338
350.460000,365.500000,268.534554,421.293701,280.490000,452.510000,221.803030,481.422838,281.020000,480.020000
349.400000,366.020000,268.773115,421.026723,280.500000,453.030000,222.083744,481.700770,281.540000,480.010000
348.870000,367.120000,268.511676,421.293701,280.990000,453.010000,222.785530,481.978703,282.020000,480.010000
347.710000,367.680000,267.727358,421.560680,281.040000,453.010000,222.925887,482.256635,282.050000,480.010000
347.670000,368.730000,265.943040,422.060680,280.950000,453.060000,223.346958,482.534567,282.020000,480.010000
347.670000,369.710000,263.471001,423.062226,280.930000,454.070000,223.768029,482.951466,281.510000,480.010000
347.020000,371.170000,261.939108,424.232811,279.960000,454.550000,224.610172,483.368364,281.010000,480.010000
346.230000,372.500000,260.923162,424.400458,279.910000,454.560000,225.311958,483.785263,281.530000,480.000000
344.240000,373.910000,259.568567,424.232811,280.470000,454.050000,226.013743,484.063195,282.020000,480.000000
341.870000,374.900000,258.552620,424.065165,280.530000,454.020000,227.276957,484.896993,282.040000,479.990000
339.880000,375.830000,258.383296,424.400458,281.010000,454.060000,228.741957,485.452857,282.560000,480.010000
337.940000,376.890000,257.713971,424.065165,282.050000,454.010000,231.198200,485.970851,283.070000,479.990000
335.810236,376.381454,257.713971,424.232811,283.650000,454.000000,233.829874,485.998488,284.090000,480.010000
333.736546,378.809891,258.400607,424.715366,285.740000,454.030000,236.994466,485.646730,285.580000,480.510000
331.218643,380.416922,258.900679,425.412785,287.520000,454.500000,240.369616,484.443213,287.090000,481.020000
330.589167,382.023953,259.972221,426.827302,290.690000,454.840000,243.777685,483.684422,289.560000,481.010000
330.530000,382.080000,261.972365,428.166173,293.580000,454.760000,247.573951,483.305027,292.070000,481.020000
330.400000,381.960000,263.809650,429.097496,297.210000,454.690000,252.903135,483.277390,295.530000,480.990000
329.210000,381.860000,267.026813,431.444546,300.810000,454.770000,257.942878,483.832664,299.040000,480.990000
327.980000,382.090000,271.259923,434.629828,306.610000,455.680000,263.061504,484.156785,304.500000,481.480000
325.850000,382.140000,276.901906,437.728918,311.620000,456.770000,268.788848,484.782264,308.720000,481.920000
324.609145,381.381140,283.451279,439.994513,318.310000,457.180000,274.808772,485.730830,315.530000,482.520000
324.408824,381.517599,291.240201,442.173916,325.100000,457.400000,282.402471,487.511606,322.530000,483.060000
323.290829,380.832590,300.553043,445.191551,332.760000,458.090000,290.046520,488.901994,329.310000,483.830000
321.054839,381.745935,309.527236,449.550358,342.040000,460.680000,298.190569,490.737576,337.960000,485.460000
318.595250,382.430944,320.025348,452.232700,351.020000,462.230000,305.559442,492.350561,347.000000,486.470000
316.135661,384.029297,328.719627,454.086237,359.274936,463.335738,312.978666,493.186142,355.880000,487.470000
314.346869,385.855988,335.054977,455.305903,362.431850,463.892764,317.300691,495.134709,359.530000,488.040000
310.992884,386.769333,338.222652,456.328616,362.728357,464.720541,318.525516,498.028470,360.020000,488.600000
307.862498,386.769333,338.926579,456.502854,362.608542,464.846014,318.300691,499.364052,360.010000,488.500000
307.020904,386.084324,339.454525,454.934713,363.416403,463.335738,317.401391,497.805873,360.510000,487.450000
306.797305,385.855988,339.982471,454.563523,363.557054,463.196481,315.602791,496.247694,361.000000,486.930000
306.626508,385.855988,339.482471,454.911999,363.557054,462.500197,315.602791,493.799127,360.980000,486.440000
306.179310,385.214306,337.926579,454.911999,363.416403,462.221684,314.478666,492.686142,360.460000,485.980000
305.626508,384.985970,336.166760,454.934713,363.338355,462.082427,313.354541,492.686142,359.960000,485.490000
304.732112,385.029297,335.286850,454.260475,362.838355,461.386144,312.230417,493.799127,359.940000,484.990000
304.508513,385.584324,333.906941,453.760475,362.557054,461.525401,310.881467,494.021724,359.450000,484.940000
303.732112,385.769333,333.527031,453.760475,362.135102,461.525401,309.982167,493.799127,358.970000,484.470000
302.272523,385.399315,333.351049,453.934713,362.275753,460.968374,309.470000,493.480000,359.480000,484.480000
301.601726,385.399315,332.295158,453.760475,362.416403,460.550604,308.970000,493.000000,358.990000,483.990000
300.036533,386.312660,331.915248,454.108951,362.275753,460.829117,308.470000,492.980000,358.980000,483.980000
296.235350,386.312660,332.063284,454.434713,362.135102,460.829117,307.490000,492.490000,358.990000,483.980000
290.868974,386.084324,330.859356,455.305903,361.980000,460.520000,306.990000,492.490000,358.990000,483.990000
282.819410,382.659280,329.775519,455.828616,361.470000,460.520000,306.980000,492.510000,358.500000,484.010000
277.005836,382.887616,328.543645,457.396758,361.291199,459.936551,306.980000,493.020000,358.980000,483.500000
270.074267,381.060926,327.839718,458.093710,361.572500,459.658037,306.970000,493.010000,358.480000,483.970000
270.074267,379.690908,326.255880,459.313376,360.980000,459.480000,307.470000,492.990000,358.480000,483.480000
271.192262,373.525829,325.403916,459.836090,360.447296,459.101011,307.480000,492.960000,357.960000,482.970000
279.912623,368.730768,325.443620,460.038641,360.306646,459.518781,307.480000,492.990000,357.480000,482.480000
294.227139,362.495964,325.443620,460.360577,360.025345,459.240267,307.490000,493.010000,357.000000,482.520000
308.911796,360.484336,325.606199,460.360577,360.447296,460.075807,307.500000,493.050000,356.990000,483.010000
325.387264,362.678839,324.793304,460.199609,360.306646,460.632834,308.000000,493.010000,357.000000,483.520000
345.802519,364.690467,324.630726,457.946061,360.306646,461.746887,308.500000,493.000000,357.000000,484.000000
