pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270.198923,824.862154,143.497914,794.975289,167.154770,752.118593,105.224145,747.074868,155.510732,722.853588,283.531123,663.351441,340.462388,693.410311,571.266868,765.629461,443.496514,810.258154,NaN,NaN,NaN,NaN
267.012787,827.602346,142.074269,794.225787,167.950000,751.960000,104.930000,746.610000,155.450000,722.290000,283.420000,663.350000,340.910000,693.360000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266.320000,828.080000,141.125172,793.976284,167.450000,750.480000,104.940000,745.650000,154.950000,721.780000,283.350000,663.250000,340.840000,693.260000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264.210000,828.650000,139.938801,793.726781,166.990000,749.990000,104.930000,745.180000,154.430000,721.710000,282.530000,662.730000,340.430000,693.270000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262.920000,829.180000,138.515156,793.726781,165.890000,749.950000,104.900000,743.930000,153.350000,721.550000,281.600000,662.240000,338.660000,692.510000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259.820000,831.260000,136.854237,793.227776,164.800000,749.980000,104.840000,742.920000,151.990000,721.220000,279.610000,662.530000,337.470000,692.850000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256.120000,833.520000,134.718769,792.229766,164.870000,748.960000,104.880000,742.330000,151.070000,720.400000,280.170000,663.340000,337.890000,694.440000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
252.800000,836.350000,133.532398,791.980263,164.960000,748.440000,104.940000,740.820000,151.200000,719.880000,281.370000,663.400000,339.820000,695.700000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
248.200000,838.620000,133.532398,791.481258,164.980000,747.430000,105.070000,739.380000,150.940000,719.610000,282.230000,663.000000,340.550000,695.880000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
244.130000,840.360000,131.634205,790.982253,163.920000,746.410000,104.450000,738.170000,150.780000,718.220000,282.090000,662.660000,340.320000,695.360000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240.290000,841.660000,130.210559,789.235735,162.870000,745.840000,103.950000,735.960000,150.360000,716.590000,281.820000,661.940000,339.230000,694.310000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
