pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249.659652,486.599444,57.748294,385.97443,71.299725,321.852101,-17.082214,306.241453,62.598622,279.295361,233.872424,237.117593,306.687974,289.223279,301.812263,496.878232,265.662908,497.107847,89.645875,472.031742,95.830338,485.147631
240.415409,486.855324,52.034155,382.815537,76.45,319.56,-10.864638,304.76386,68.193094,277.256351,240.09,235.64,313.65,287.28,NaN,NaN,NaN,NaN,95.516593,479.642196,97.63233,488.062273
227.799043,487.622967,46.976563,376.166146,81.613634,317.204028,-5.044638,298.69386,73.335204,275.026273,245.91,229.57,321.269547,281.392868,NaN,NaN,NaN,NaN,97.63233,476.889478,98.771573,489.03382
215.08282,488.134728,44.767138,368.938476,87.910949,314.822588,4.935362,296.21386,80.191351,273.058557,255.89,227.09,330.36,278.54,NaN,NaN,NaN,NaN,101.863804,479.156422,100.212808,488.386122
207.291887,488.010526,46.850908,365.023924,99.460734,311.32634,9.741544,293.93775,92.689607,270.82848,268.6,227.27,341.891907,280.70354,NaN,NaN,NaN,NaN,103.867121,483.86106,103.101349,490.369647
201.652897,488.20726,51.853526,360.35138,110.038768,308.596725,18.568755,290.795401,103.841978,269.14785,281.53,227.47,354.22551,281.83293,NaN,NaN,NaN,NaN,115.197471,461.830494,113.081734,465.878608
197.995174,488.055627,60.023684,354.100556,121.970615,304.600478,31.476787,286.240319,115.895231,265.61798,295.1,225.32,366.897304,280.57217,NaN,NaN,NaN,NaN,119.440699,459.239701,114.720977,463.44974
195.25,488.08,70.95824,347.013459,136.390809,299.337597,45.26,278.99,131.050708,259.478957,309.63,222.49,381.7,277.69,NaN,NaN,NaN,NaN,130.182134,451.467323,121.556436,459.077777
193.11,488.02,85.696001,338.607424,148.914175,294.993068,61.78,271.86,144.01139,253.744343,325.69,218.25,397.49,274.77,NaN,NaN,NaN,NaN,150.863013,444.342642,145.155044,450.981549
192.44,488.03,103.915053,331.921825,164.570677,291.159819,77.94,268.07,160.018414,250.02922,342.8,215.33,412.94,271.56,NaN,NaN,NaN,NaN,170.720503,440.705026,170.678618,446.635563
192.01,488.07,120.583368,329.641542,179.143356,289.865857,93.59,266.19,175.022297,248.233059,359.51,212.82,428.72,268.9,NaN,NaN,NaN,NaN,192.483823,438.280635,199.349798,444.018836
191.19,487.99,139.126869,327.983155,196.682275,288.216265,110.92,264.72,193.305531,246.525529,376.35,210.43,445.44,266.37,NaN,NaN,NaN,NaN,217.887929,436.777773,225.303181,442.106103
190.512609,488.33585,157.803767,328.301039,214.633688,286.930051,129.11,263.2,209.93293,243.954064,393.05,206.5,462.7,261.58,NaN,NaN,NaN,NaN,244.356053,435.453454,253.476337,440.139314
189.39541,488.486034,178.539339,329.40586,233.218986,285.509798,147.49,261.83,229.137205,241.57392,409.15,200.2,480.17,254.27,NaN,NaN,NaN,NaN,273.313791,431.522174,283.439842,437.085654
