pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
495.102351,460.635230,379.468752,503.270148,381.987566,557.957619,331.066051,593.554260,381.936861,591.508817
495.027255,460.408288,379.468752,503.974628,389.502747,558.270882,335.320000,593.270000,389.270000,591.690000
494.373670,460.665974,380.106635,505.588066,397.772329,558.270882,341.410000,593.100000,397.193899,592.184954
493.912915,460.529445,381.275437,507.899584,405.787509,558.090253,349.140000,591.760000,404.960000,592.400000
492.455553,460.150602,383.306356,512.025821,413.302690,557.776989,359.010000,590.730000,413.310000,592.370000
491.994797,460.392916,387.123346,516.356537,421.504270,557.463726,368.870000,590.590000,421.520000,592.460000
491.534042,460.771759,391.304540,521.117610,429.773852,556.530043,377.980000,590.110000,430.080000,592.130000
491.073287,460.635230,397.192566,525.537598,437.602633,555.969833,387.600000,588.940000,438.600000,592.130000
489.408629,460.417866,403.837353,529.336417,446.049811,554.909623,396.990000,588.310000,446.260000,592.140000
489.577664,459.593017,412.587629,533.303940,455.768966,553.769919,406.850000,588.610000,455.860000,592.180000
489.258416,459.425123,420.185593,537.242995,465.928172,553.269919,416.560000,589.280000,465.806870,591.976906
489.184080,459.260911,428.693673,540.558052,474.551719,552.789212,425.970000,590.250000,473.990000,591.460000
489.726337,459.089334,436.347811,543.319946,483.126124,552.289212,434.400000,590.810000,482.450000,590.960000
489.471248,459.173281,445.344627,544.495545,491.285187,552.350027,441.750000,591.220000,490.740000,590.710000
489.684080,458.585651,454.737387,544.954604,500.254859,552.102513,449.990000,591.280000,499.970000,590.400000
489.364832,458.585651,466.578342,544.648565,511.207471,552.100524,458.650000,591.030000,509.850000,590.080000
489.577664,458.417757,478.126520,544.719701,522.591426,552.371826,467.940000,590.110000,519.970000,590.250000
489.258416,458.081969,491.163946,545.555529,532.653574,553.138181,478.070000,590.240000,528.800000,590.840000
489.364832,458.165916,503.843361,547.208954,541.417045,555.240985,488.430000,591.390000,536.730000,591.560000
491.067486,457.746180,515.593951,547.861973,550.636672,557.470021,499.020000,593.660000,544.810000,592.560000
490.322575,457.830127,526.007939,547.515851,559.930995,559.928688,509.710000,595.220000,553.410000,593.860000
491.035407,457.330127,534.808877,547.369587,569.997624,562.567800,518.990000,596.270000,563.620000,595.760000
488.513505,459.089334,541.641307,548.164546,577.451274,564.116690,526.030000,597.200000,572.321794,596.874328
