pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
296.687289,670.099367,114.325538,593.064122,125.540371,533.513855,18.329861,523.841300,121.548651,484.932967,273.109041,433.910765,356.705675,468.107171,448.549442,754.764718,228.984364,795.666509,189.030789,674.271465,190.547742,684.088964
295.449444,670.530922,111.975567,593.064122,128.310000,532.110000,22.100000,522.460000,124.060000,483.990000,277.220777,434.723364,360.210000,468.440000,NaN,NaN,NaN,NaN,190.759606,677.119023,191.200000,683.990000
292.767447,671.178256,113.803322,592.517934,133.100000,530.880000,27.568245,520.265598,129.680000,482.990000,282.332513,433.898325,366.194397,468.290388,NaN,NaN,NaN,NaN,192.160000,678.570000,193.290000,684.090000
288.022375,671.825590,115.631078,591.152464,139.440000,528.850000,34.464050,518.189896,135.550000,481.470000,289.710000,432.120000,373.350000,467.110000,NaN,NaN,NaN,NaN,194.670000,680.010000,194.870000,684.450000
284.721455,672.904480,118.242157,588.421524,146.810000,526.710000,44.891003,515.704935,141.290000,479.760000,298.270000,430.590000,381.540000,466.190000,NaN,NaN,NaN,NaN,196.963011,680.791057,196.750000,684.790000
280.182690,673.983370,121.636560,584.598208,155.640000,523.700000,54.060000,512.400000,150.000000,477.280000,307.330000,428.770000,390.970000,464.160000,NaN,NaN,NaN,NaN,202.861326,649.636468,202.285054,656.656060
277.500692,675.493815,126.597611,581.594175,164.920000,519.560000,63.760000,509.010000,158.500000,474.290000,317.690000,425.170000,401.640000,461.530000,NaN,NaN,NaN,NaN,209.410000,652.070000,207.420000,658.470000
267.597933,680.240930,133.125309,576.951577,174.520000,514.700000,74.330000,504.930000,167.200000,470.660000,328.250000,420.750000,412.480000,457.700000,NaN,NaN,NaN,NaN,216.970586,649.859164,213.810501,656.755362
264.297013,680.672486,141.480762,570.670416,186.260000,508.180000,85.350000,499.800000,177.840000,465.430000,340.850000,416.390000,424.280000,453.340000,NaN,NaN,NaN,NaN,226.160537,645.971128,221.560000,655.010000
