pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389.546393,603.273411,271.000855,613.244677,281.661381,663.753096,218.456204,698.457775,279.893764,697.086226
392.422568,609.270935,276.631952,611.994798,283.594237,663.970693,219.68,698.48,281.65,697.02
394.327009,613.441343,281.539959,610.953232,285.208681,663.894298,221.71,697.96,283.14,696.98
394.973038,615.733636,285.055601,609.911666,287.096776,664.111895,224.95,696.96,285.11,697.02
394.585421,617.078165,285.001783,609.078413,289.144077,664.253096,228.37,695.63,287.58,697.05
394.956215,616.940105,285.001783,609.078413,291.73614,664.5355,229.99,694.86,290.49,697.3
394.956215,616.578165,285.278692,608.8701,294.601853,664.676702,233.04,694.5,293.86,697.63
395.102244,615.095577,285.394148,609.911666,298.429666,664.832365,236.04,694.96,297.82,697.96
395.602244,615.095577,285.117239,611.786485,306.19148,664.832365,240.18,695.5,305.4,698.1
394.973038,614.733636,285.009604,613.036364,314.710113,664.177761,245.05,696.18,313.82,698.61
395.214626,614.871695,285.732695,616.494556,322.228746,663.677761,250.83,696.59,320.83,698.98
395.214626,614.612989,286.786513,621.035639,331.293287,663.286319,258.95,696.81,329.49,699.73
395.343832,613.871695,289.517425,627.743227,340.18351,663.131714,267.81,697.33,338.71,700.32
395.473038,613.751048,294.594705,634.034188,347.337347,662.852738,277.81,698.23,345.900634,700.984313
395.214626,613.630401,302.795262,639.325392,355.957407,663.514778,289.05,699.26,355.061353,702.23669
395.343832,613.76846,311.71891,643.491656,368.324679,663.869534,301.06,699.97,365.8,703.51
395.489861,614.044578,320.827272,648.294789,381.910839,665.217966,312.76,700.73,377.85,704.28
395.765096,613.56199,330.413348,651.582939,395.15559,665.717966,323.97,701.45,390.1,704.65
395.635891,612.941343,340.467938,654.683292,406.092514,666.380473,333.3,701.2,400.82,705.05
396.135891,612.820696,349.276158,656.972748,417.32171,666.800413,341.51,702.4,411.41,705.24
395.635891,613.200049,357.899138,659.704111,423.436541,666.993766,348.92,703.73,418.47,705.67
395.635891,612.476167,368.269615,663.36209,427.394004,667.413706,355.56,705.62,421.95,706.35
395.765096,612.35552,377.947414,666.45149,434.194562,669.060233,362.87,707.9,428.71,708.91
395.96,611.78,388.505013,669.69695,440.323573,671.820053,369.97,709.97,434.9,711.77
395.3,610.81,398.755641,672.268381,445.281035,674.159932,377.6,712.11,439.72,714.85
394.748273,606.719937,406.352077,674.453471,452.081593,676.113106,385.71,714.07,446.91,717.34
394.343832,604.824409,414.54709,676.875749,460.31079,677.646339,394.13,716.05,455.78,718.74
394.214626,603.61794,421.467554,678.189558,467.630956,678.322294,402.01,717.9,464.860195,719.740695
394.085421,602.894058,429.014205,678.189558,475.441175,678.035736,410.52,718.99,473.22,720.63
393.956215,602.290823,437.01222,677.851755,481.689351,678.179015,418.9,719.18,480.91,720.8
393.697803,602.652764,442.498572,677.202968,489.673131,678.179015,426.43,718.94,488.58,720.91
393.568597,602.652764,447.619168,676.391983,497.656911,678.465573,431.99,718.3,495.25,720.39
392.439391,602.032117,451.276736,675.891983,504.268614,679.025396,435.36,717.93,502.79,720.48
392.405745,601.808235,451.691128,675.743196,504.8883,679.269612,436.7,717,503.14,719.97
392.664156,602.049529,451.825372,673.905393,505.198143,679.013828,437.57,716.96,503.09,719.98
391.759716,600.963706,450.96769,672.510221,505.353065,678.502259,438.01,716.98,503.5,719.96
