pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
480.546879,734.215575,383.436921,746.243347,387.060546,782.935016,331.217457,799.987241,385.554541,806.410916,258.297305,780.401936,60.626661,747.605529
480.940000,733.950000,383.606093,745.653258,388.071721,781.899205,333.276201,799.128338,386.210000,805.980000,259.340000,779.390000,59.701638,747.329453
480.360000,734.020000,384.275264,744.785937,389.082895,781.623955,335.592288,799.128338,387.220000,805.460000,260.780000,779.020000,60.009979,746.501225
479.940000,734.030000,384.459946,744.285937,390.671884,781.623955,338.165718,799.128338,388.850000,805.470000,262.350000,779.500000,57.851593,745.120846
479.320000,734.010000,384.459946,743.641383,392.694232,780.385332,340.867820,798.392135,391.550000,804.850000,264.040000,779.860000,58.468275,743.464390
479.040000,734.030000,384.313800,743.563169,393.994314,779.284334,343.569922,797.910532,392.780000,804.130000,266.260000,780.560000,60.009979,742.912238
478.410000,733.840000,385.044532,743.707722,397.172291,778.320961,346.970000,797.700000,395.590000,803.450000,268.500000,782.930000,62.168365,743.464390
477.400000,733.890000,385.713704,745.297812,401.729112,778.578097,350.520000,797.640000,399.720000,803.490000,272.360000,784.210000,65.868456,744.292618
476.980000,733.280000,386.590582,747.622544,405.787284,779.093608,355.070000,797.670000,403.210000,803.770000,276.120000,785.200000,69.685228,746.501225
476.990000,732.730000,388.698193,749.435401,410.116001,779.093608,359.250000,798.050000,407.210000,803.790000,280.440000,785.400000,73.740000,748.730000
476.910000,732.900000,391.328830,751.736383,415.391624,779.866874,363.070000,798.380000,412.600000,804.210000,284.390000,784.960000,78.040000,749.610000
476.750000,732.900000,394.397905,753.971026,419.585069,779.995752,368.230000,798.820000,416.510000,804.160000,288.730000,784.160000,82.040000,750.400000
475.880000,732.750000,397.450181,756.510330,424.590148,780.253508,373.360000,799.780000,421.310000,804.190000,294.400000,782.970000,86.100000,750.640000
474.440000,732.620000,402.390413,758.345421,429.324682,780.769018,378.270000,800.040000,426.140000,804.090000,299.390000,782.680000,92.680000,751.120000
472.440000,731.600000,406.848672,760.983363,435.682485,781.928918,383.850000,800.260000,432.420000,804.800000,307.140000,783.510000,98.980000,751.960000
470.880000,731.630000,412.993840,763.735999,441.228654,781.928918,390.400000,800.890000,438.190000,805.590000,314.180000,785.100000,105.020000,752.800000
469.780000,731.710000,418.657033,767.062101,448.541244,782.082884,397.020000,802.130000,444.710000,806.470000,321.420000,786.720000,110.910000,753.160000
469.130000,731.680000,426.007136,769.929430,456.281442,782.718599,404.450000,803.020000,453.440000,807.240000,329.150000,788.800000,117.010000,752.490000
468.190000,731.920000,435.164640,772.108600,466.290318,783.608600,413.190000,804.090000,462.730000,807.810000,337.940000,790.440000,125.270000,751.590000
467.300000,731.900000,445.406586,776.925712,475.498485,784.117173,422.940000,804.720000,471.130000,808.630000,347.670000,791.430000,133.140000,752.290000
466.150000,731.960000,457.234948,778.654611,485.240458,783.990029,433.320000,805.630000,480.930000,809.120000,358.780000,792.120000,144.920000,753.820000
464.820835,732.133457,471.856165,780.917599,496.450400,784.371459,444.220000,806.200000,491.910240,809.628433,369.720000,792.790000,156.210000,756.030000
461.925672,731.323464,484.218820,782.162243,506.275725,784.644165,455.170000,806.060000,503.530000,810.230000,379.050000,793.760000,166.820000,757.860000
459.449882,729.816507,493.490811,782.841140,514.570020,784.769597,464.940000,806.180000,511.680000,810.890000,387.120000,794.610000,175.700000,759.010000
456.593201,728.121180,501.102589,784.122270,519.572928,785.396755,470.960000,806.610000,516.390000,811.750000,392.290000,794.950000,183.740000,760.180000
454.403079,726.425852,502.967041,785.181444,522.074382,785.522187,473.830000,806.100000,518.430000,811.990000,394.880000,794.550000,188.800000,760.930000
451.879516,724.918895,503.436128,785.032609,523.522592,785.647619,474.350000,805.860000,520.220000,812.460000,396.220000,792.750000,190.020000,761.360000
450.022512,724.730525,502.810679,784.883774,523.522592,785.020460,474.620000,804.930000,520.100000,812.000000,396.140000,792.330000,192.150000,762.280000
448.689394,724.636340,501.403418,785.330279,524.312525,784.518733,475.060000,804.930000,520.080000,811.500000,396.050000,792.000000,192.170000,762.160000
446.213604,724.071231,498.901621,785.627950,524.707491,784.267869,475.050000,805.010000,520.540000,810.990000,396.070000,792.010000,192.260000,761.970000
441.881133,722.187534,497.181636,785.627950,524.575836,783.766142,475.010000,805.020000,521.050000,810.480000,396.580000,792.010000,192.590000,761.970000
436.691658,719.456174,495.930738,785.925621,524.444180,783.515279,475.000000,805.020000,521.060000,809.990000,397.070000,791.980000,193.070000,761.990000
434.906328,710.214284,494.986606,785.763805,524.575836,784.017006,475.080000,805.520000,521.050000,810.540000,397.090000,792.540000,193.210000,762.050000
439.990606,702.771566,495.501292,785.518850,524.444180,784.393301,475.540000,806.070000,521.040000,811.060000,397.090000,793.110000,193.060000,762.070000
453.352428,697.675383,495.115277,785.518850,524.180869,784.393301,476.050000,806.100000,521.030000,811.560000,397.070000,793.150000,193.540000,762.090000
467.847980,693.360633,495.629963,785.518850,524.180869,784.518733,476.100000,806.010000,520.560000,812.000000,397.090000,793.540000,194.050000,762.130000
482.894064,689.744423,496.015978,784.783985,524.312525,784.769597,476.560000,805.990000,520.550000,811.980000,397.080000,794.000000,194.150000,762.650000
498.924471,688.075403,495.758635,784.049120,523.944180,784.895028,477.070000,805.940000,520.580000,811.960000,398.120000,793.460000,194.070000,763.100000
513.689321,688.353573,495.501292,782.946823,523.917559,784.767869,477.140000,805.440000,520.580000,811.990000,398.150000,792.940000,194.090000,763.120000
