pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
356.052548,721.929853,188.132086,684.290517,209.930677,627.852922,114.996626,623.791418,194.284627,588.774074,361.686638,514.300570,444.881749,555.663826,538.966801,752.302489,357.202963,817.878247,251.051740,760.735076,251.551740,764.943458
355.360000,722.590000,186.420000,683.630000,210.590000,627.440000,115.000000,623.050000,194.875751,588.231488,361.680000,514.130000,445.900000,555.490000,NaN,NaN,NaN,NaN,251.508666,761.064039,251.965593,765.607940
354.890000,723.980000,184.550000,682.840000,211.200000,626.150000,116.020000,622.280000,195.510000,587.380000,362.280000,513.280000,447.340000,555.020000,NaN,NaN,NaN,NaN,251.280203,761.178063,251.508666,765.607940
354.160000,724.320000,183.850000,681.710000,211.630000,625.200000,117.530000,620.530000,196.500000,586.200000,362.940000,512.140000,448.470000,553.960000,NaN,NaN,NaN,NaN,251.508666,760.735076,251.508666,765.386446
353.910000,725.580000,183.740000,681.220000,213.120000,623.040000,119.020000,619.220000,197.510000,584.790000,364.660000,510.930000,449.800000,552.910000,NaN,NaN,NaN,NaN,251.206699,759.118531,251.051740,765.829434
356.147205,726.997276,183.340000,680.210000,214.350000,621.680000,121.490000,617.530000,199.323186,582.875022,366.440000,509.760000,451.790000,551.020000,NaN,NaN,NaN,NaN,251.402095,758.739661,251.508666,766.493915
353.760519,727.286510,181.990000,678.330000,215.760000,619.660000,123.530000,615.550000,201.505433,580.804046,368.690000,507.330000,453.610000,548.660000,NaN,NaN,NaN,NaN,252.183678,757.792485,252.194056,765.386446
350.478826,728.443450,182.160000,675.680000,217.940000,616.560000,127.040000,612.610000,203.361744,578.990166,371.690000,504.710000,456.440000,546.000000,NaN,NaN,NaN,NaN,252.965261,757.224179,252.737130,765.107940
346.600462,729.889625,182.520000,672.890000,220.792458,613.712355,130.050000,610.150000,206.513617,576.176287,375.980000,501.680000,459.810000,543.050000,NaN,NaN,NaN,NaN,252.422519,755.640717,251.051740,765.164952
344.213777,730.178859,184.469690,669.910105,224.778271,610.079397,134.070000,606.600000,210.665490,572.848213,380.170000,498.920000,464.190000,539.310000,NaN,NaN,NaN,NaN,256.677780,751.541125,248.275763,761.581188
