pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y,pt12_cam1_X,pt12_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186.282601,747.177656,78.789639,585.832704,125.461702,492.738473,16.63682,435.526876,121.496685,421.358049,306.53,352.92,392.02,380.49,NaN,NaN,NaN,NaN,150.272676,672.950384,148.76897,702.501978,NaN,NaN
186.317833,746.938502,88.483146,585.077177,137.390157,490.854332,27.005059,433.689281,132.747867,419.369515,315.62,350.71,401.41,377.22,NaN,NaN,NaN,NaN,159.344254,671.604556,154.51067,702.925916,NaN,NaN
184.317833,747.91681,100.212758,583.253764,151.15789,489.912262,39.556084,432.464217,145.351337,416.93831,325.56,348.37,411.44,373.46,NaN,NaN,NaN,NaN,168.073391,670.976807,165.307959,699.561623,NaN,NaN
182.261607,748.481885,110.482006,581.753764,164.666706,488.970192,51.058749,429.901558,159.537747,415.961241,336.28,345.86,422.51,370.66,NaN,NaN,NaN,NaN,177.949935,671.385162,176.369688,698.744914,NaN,NaN
179.730875,748.752077,124.512802,580.847333,178.434439,490.796403,63.75,429.01,173.141217,415.995639,348.87,346.05,435.54,370.37,NaN,NaN,NaN,NaN,189.777095,671.793516,189.011663,695.069724,NaN,NaN
177.150918,750.0373,139.735911,582.20698,193.202172,492.738473,76.75,430.12,188.003772,416.93831,362.78,347.18,449.63,371.06,NaN,NaN,NaN,NaN,203.838824,672.793516,203.233885,694.253015,NaN,NaN
174.864671,751.501217,156.835944,585.832704,210.40738,496.506754,92.21,432.44,204.866326,420.380981,377.83,349.88,465.37,373.82,NaN,NaN,NaN,NaN,219.036354,675.560352,215.553693,694.181793,NaN,NaN
172.788446,751.822523,177.443676,592.177721,227.612588,501.217105,110.450968,437.977003,221.145941,424.789255,393.62,354.23,481.84,377.96,NaN,NaN,NaN,NaN,235.833528,679.48103,230.098083,694.253015,NaN,NaN
173.357209,752.822523,195.859096,601.242031,244.583306,509.124177,127.92,446.29,239.042625,431.292554,410.97,359.78,500.07,383.42,NaN,NaN,NaN,NaN,249.899372,684.109048,246.690675,695.478078,NaN,NaN
172.71222,753.286441,215.589903,613.025633,262.873283,517.689704,147.147078,456.352957,257.404301,440.043355,428.11,368,518.27,390.94,NaN,NaN,NaN,NaN,264.014598,690.914957,263.751224,700.443229,NaN,NaN
171.280984,752.786441,235.7876,627.187971,281.134146,531.594958,163.792162,470.441187,271.974069,453.439439,446.68,380.95,537.55,403.06,NaN,NaN,NaN,NaN,277.166613,700.777579,NaN,NaN,NaN,NaN
167.849747,752.786441,249.680435,638.610931,295.566932,543.945684,172.127803,482.091951,285.901394,465.598513,466.15,395.29,556.86,417.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164.418511,754.429052,256.311106,643.180115,301.339553,549.164531,175.038186,491.075751,293.638798,469.941039,481.799055,403.593792,569.54,428.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.91478,754.750358,259.837076,646.270188,302.614296,551.456734,176.12958,495.56765,296.276537,470.039572,486.56,407.16,573.022692,431.508325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161.91478,754.429052,260.048148,648.227806,301.072202,553.290496,176.857176,499.651196,295.894874,469.96798,484.04,408.47,570.84,434.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160.201027,754.571664,258.813514,649.134228,299.346945,553.790496,176.12958,502.918032,294.368222,469.111164,480.69,409.71,567.88,436.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159.079413,754.720492,258.005067,649.134228,297.304851,554.665818,174.174388,505.184868,293.986559,470.396388,478.43,411.14,565.71,438.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159.197297,754.89297,257.735585,649.134228,295.671175,554.248936,172.127803,506.184868,292.078244,470.396388,477.66,413.06,565.57,441.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156.911049,755.714276,257.466103,649.412778,294.854338,554.665818,170.672612,506.593222,290.933255,471.181611,480.348242,414.801008,567.35,446.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156.552308,755.035581,256.388173,649.412778,294.445919,553.748936,168.853623,506.184868,290.933255,470.324795,481.7,416.77,567.92,449.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155.693566,755.214276,254.232315,648.298579,293.220662,554.207377,168.126027,506.184868,290.051592,469.46798,481.9,417.01,567.08,448.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154.907318,755.678193,252.076457,645.791632,291.995406,553.332055,167.398431,506.593222,289.406603,470.253203,479.58,416.31,566.15,448.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154.407318,755.678193,250.19008,642.727586,291.178568,552.373615,166.670836,506.184868,289.02494,469.896388,478.24,415.29,565.37,447.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153.907318,755.678193,248.034222,639.10644,290.270149,551.998293,165.715644,506.684868,289.02494,469.539572,477.07,414.28,565.1,446.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148.334824,756.035581,246.147846,636.042393,289.953311,550.998293,164.851846,507.184868,289.906603,469.896388,476.1,413.42,564.79,446.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130.507537,752.465135,244.530952,633.813996,289.544893,551.539853,164.488049,507.001577,289.788266,469.111164,475.58,412.8,564.23,447.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121.471353,726.91566,243.453023,632.142698,288.728055,550.539853,163.760453,507.409931,289.02494,468.682757,475.11,412.63,563.74,447.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131.467171,687.4385,242.105611,630.74995,288.319636,550.998293,162.669059,507.818286,289.288266,468.682757,474.94,412.82,563.42,447.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143.345425,654.853807,241.027682,628.800102,287.502798,550.998293,161.305262,507.909931,288.551592,468.611164,474.97,412.74,562.9,446.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148.934653,629.147902,239.410788,627.128804,287.094379,551.456734,160.258677,508.226641,288.788266,468.254349,474.95,412.56,562.62,446.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154.711406,616.549612,238.641306,626.014605,285.869123,551.915174,159.031081,508.409931,287.669929,468.754349,474.92,412.22,562.59,445.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162.153288,608.481236,237.25493,624.900406,284.643866,551.956734,158.667283,507.818286,286.551592,468.469126,474.45,411.75,562.52,444.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172.067264,600.002603,236.715965,624.064757,283.41861,552.373615,157.939687,508.226641,286.551592,468.11231,473.99,411.47,562.66,443.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198.738673,588.009981,235.946483,623.286208,282.193353,551.956734,157.575889,507.818286,286.551592,468.397533,474.02,410.85,562.53,444.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
229.424732,575.319947,236.446483,622.786208,281.784934,551.915174,156.984496,507.909931,286.898702,467.990441,474.01,410.57,562.8,443.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
256.342327,566.859924,238.063377,623.564757,281.693353,552.373615,156.848294,507.818286,287.188249,467.665431,474.49,410.53,562.99,443.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284.336625,560.817051,239.680271,624.678956,281.284934,551.415174,156.120698,508.226641,286.609155,467.665431,474.63,410.56,562.95,442.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
317.176091,563.2342,243.378364,625.628804,282.839568,550.412576,155.393102,508.226641,287.12257,467.665431,474.02,410.35,563.01,442.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
355.937428,565.047062,251.806974,628.243002,284.91861,549.998293,154.665507,508.226641,287.62257,467.665431,474.04,409.87,563.07,442.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394.698764,569.277073,258.813514,629.914301,286.327029,549.956734,153.937911,508.226641,288.056891,467.340421,474.01,409.56,563.04,442.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
430.31343,576.046177,269.592806,631.864148,286.960704,550.039853,153.210315,507.818286,288.491212,467.515411,473.98,409.44,562.99,442.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
468.63347,594.013775,280.641581,634.649645,287.185961,549.956734,153.937911,507.818286,289.070307,467.177916,474.03,408.78,563.04,441.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496.767171,621.781883,290.342944,637.435142,287.411217,549.915174,154.710315,507.726641,289.583723,467.027896,474.1,408.59,563.75,440.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
516.654787,666.428643,299.774824,640.499188,287.526075,550.578656,154.437911,506.684868,290.083723,466.852906,474.57,408.87,564.96,441.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
521.990488,677.86257,308.128775,642.449036,287.79052,550.826095,155.7569,505.368159,290.662818,466.852906,475.6,409.02,566.01,443.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
