pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
456.005729,407.035423,332.376557,407.515389,341.180536,463.340536,276.973061,489.289695,340.168057,495.326277,158.231529,453.976817,NaN,NaN
452.271735,402.106002,328.456565,410.637055,346.429858,463.216818,282.080000,490.520000,344.560000,495.970000,162.567112,456.538809,NaN,NaN
443.951752,399.237927,324.229909,415.000000,351.525848,463.466305,286.550000,492.540000,350.560000,496.480000,167.049240,459.420684,NaN,NaN
436.513768,397.992544,321.571249,420.488715,357.428502,464.214766,292.700000,494.280000,356.850000,497.540000,172.110000,462.710000,NaN,NaN
433.367773,397.431198,321.877913,425.852686,365.637820,464.088997,300.620000,494.830000,364.430000,498.140000,178.050000,465.330000,NaN,NaN
431.015778,397.211871,324.599242,431.590887,373.193806,464.339510,308.180000,494.520000,371.840000,498.160000,184.770000,467.450000,NaN,NaN
428.751781,397.431198,329.541900,435.957936,382.220244,464.032368,316.040000,493.920000,380.460000,498.060000,193.300000,468.980000,NaN,NaN
428.369783,397.211871,337.381885,438.078576,391.567269,463.691293,325.830000,493.040000,389.670000,497.930000,201.220000,469.700000,NaN,NaN
427.840000,396.850000,347.159200,439.573446,402.935273,463.236526,335.260000,491.950000,400.900000,498.050000,211.796650,470.147012,NaN,NaN
427.590000,396.930000,357.589847,441.696138,412.873605,463.291161,348.680000,493.030000,411.020000,498.430000,222.130000,471.060000,NaN,NaN
427.650000,397.030000,367.327159,443.442547,423.811548,463.509942,360.010000,494.560000,421.460000,499.370000,233.230000,473.330000,NaN,NaN
427.900000,396.910000,377.925803,446.431519,435.080975,464.876350,371.640000,496.400000,431.470000,500.400000,244.030000,475.890000,NaN,NaN
427.340000,396.840000,391.503456,450.582724,445.093257,466.194056,384.050000,497.840000,440.150000,501.630000,255.120000,478.840000,5.594835,451.960452
426.660000,396.730000,409.206778,452.961971,458.311821,468.147174,396.320000,500.600000,453.150000,503.960000,266.224389,482.026355,15.950743,454.237489
426.060000,396.290000,425.756240,453.998990,468.252719,471.269037,407.791836,504.084523,462.540000,506.750000,278.740000,486.390000,29.696476,457.412057
425.060000,395.840000,443.317299,453.637763,480.490867,476.018825,420.834853,508.691650,475.010000,510.980000,292.410000,490.360000,43.170000,459.700000
423.810000,395.550000,461.612594,455.384363,494.862269,479.651664,432.910000,511.990000,488.790000,514.850000,305.800000,494.600000,55.100000,462.050000
422.520000,394.510000,472.132389,463.462387,508.958225,483.183443,446.020000,514.910000,502.730000,518.350000,315.764995,497.912034,65.470000,464.020000
422.283794,393.501778,479.904198,472.708154,518.800749,485.394520,458.460000,518.110000,512.280000,520.930000,323.178882,502.378968,73.350000,464.910000
409.436607,387.027377,486.345267,473.798963,525.037490,486.835385,466.490000,519.740000,518.370000,522.470000,328.957353,508.819664,79.170000,466.940000
507.989389,335.135578,493.708799,461.456961,531.753670,488.700892,471.451122,519.703828,524.760000,524.060000,332.555269,512.455540,83.662448,465.122674
595.186462,361.306919,506.267694,450.084529,536.363808,489.646479,474.503623,519.180602,529.120000,525.280000,336.153185,517.545768,87.747186,463.225143
637.290893,389.583832,522.367913,442.695035,540.159909,490.540731,478.370000,519.600000,533.190000,526.340000,340.251101,525.233050,94.916660,458.291563
656.216153,407.235897,534.591777,440.274863,543.686031,491.066399,482.824425,520.099150,537.210000,527.090000,345.202489,532.608686,98.899702,446.526871
657.803812,415.373437,542.664279,440.037184,547.690125,491.406237,487.655827,522.122376,541.350000,527.100000,349.999711,541.438672,111.645435,423.756501
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
