pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
213.007150,903.784553,53.490315,824.047195,110.162342,756.710574,22.057765,739.816535,103.541109,715.775096,265.012537,654.593774,345.075066,687.227275,611.769673,893.957584,531.665928,909.981643,NaN,NaN,NaN,NaN
211.980000,904.690000,54.657130,822.493908,110.040000,756.470000,25.062923,737.627969,104.490000,715.460000,266.540000,655.040000,345.880000,688.090000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209.779143,906.129281,55.754290,821.165015,110.600000,755.970000,27.143417,734.563977,105.000000,714.440000,268.560000,655.040000,347.270000,689.030000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
205.665580,908.403137,55.555685,819.230843,111.100000,755.430000,28.761579,732.375411,105.500000,713.940000,269.670000,655.510000,348.040000,689.630000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198.466845,912.301174,55.558963,817.499259,111.570000,753.410000,29.686243,730.405702,105.990000,712.920000,270.130000,655.990000,349.450000,690.020000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
190.554125,915.224702,55.230000,815.582509,111.940000,750.980000,30.842073,727.341709,106.500000,711.430000,270.550000,655.970000,349.890000,690.700000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
183.383780,917.199212,55.565518,813.749009,111.600000,748.980000,31.535571,724.715430,107.480000,709.940000,271.000000,655.960000,350.640000,690.990000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
