pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
403.185548,876.684390,279.869550,824.289405,303.070269,782.513534,247.069329,749.791963,303.041670,746.128553,430.539420,744.263071,476.079440,788.958481,482.180157,936.405889,426.970369,935.857677,NaN,NaN
404.811383,877.891714,281.930000,824.030000,303.590000,782.610000,247.020000,749.940000,303.000000,745.960000,430.480000,743.460000,476.220000,788.650000,NaN,NaN,NaN,NaN,NaN,NaN
405.461717,877.589883,283.400000,823.870000,304.030000,782.200000,247.030000,749.370000,303.480000,745.910000,430.500000,743.450000,476.720000,788.150000,NaN,NaN,NaN,NaN,NaN,NaN
405.136550,878.193545,283.000000,822.980000,304.110000,781.590000,247.570000,748.650000,303.590000,745.350000,431.030000,742.840000,476.820000,787.650000,NaN,NaN,NaN,NaN,NaN,NaN
404.636550,878.495376,282.930000,822.220000,304.240000,781.150000,248.070000,748.410000,304.050000,744.770000,431.140000,742.120000,477.220000,786.970000,NaN,NaN,NaN,NaN,NaN,NaN
403.510715,879.099038,281.990000,820.350000,304.730000,780.110000,248.830000,747.710000,304.630000,743.910000,431.550000,740.930000,477.860000,785.890000,NaN,NaN,NaN,NaN,NaN,NaN
403.035214,879.297207,281.150000,817.840000,305.430000,778.930000,249.190000,747.010000,305.150000,743.040000,432.510000,739.920000,478.590000,784.890000,NaN,NaN,NaN,NaN,NaN,NaN
400.458378,879.702700,280.630000,815.710000,306.080000,777.600000,250.470000,745.760000,305.920000,741.690000,433.260000,737.810000,479.430000,783.210000,NaN,NaN,NaN,NaN,NaN,NaN
398.640000,879.880000,280.820000,812.850000,306.960000,776.040000,251.780000,744.040000,307.060000,740.360000,434.040000,736.230000,479.710000,781.230000,NaN,NaN,NaN,NaN,NaN,NaN
396.410000,880.660000,281.000000,809.770000,308.170000,774.220000,253.080000,742.190000,308.330000,738.380000,436.260000,733.770000,481.570000,779.490000,NaN,NaN,NaN,NaN,NaN,NaN
394.800000,881.620000,281.920000,807.340000,310.020000,772.140000,254.250000,740.090000,310.060000,736.620000,438.010000,731.850000,483.920000,777.910000,NaN,NaN,NaN,NaN,NaN,NaN
394.770000,881.200000,282.870000,804.630000,312.940000,769.450000,256.860000,738.390000,312.510000,734.980000,441.490000,729.210000,487.230000,775.810000,NaN,NaN,NaN,NaN,NaN,NaN
394.330000,881.510000,284.060000,801.650000,317.300000,766.450000,259.920000,736.050000,315.980000,732.570000,445.560000,727.130000,491.110000,773.790000,NaN,NaN,NaN,NaN,NaN,NaN
393.970000,881.410000,285.865719,798.504073,321.480000,763.760000,264.910000,733.060000,319.890000,730.250000,451.030000,724.910000,495.790000,771.420000,NaN,NaN,NaN,NaN,NaN,NaN
394.010000,881.490000,287.880000,795.760000,327.260000,760.640000,271.170000,729.910000,325.530000,726.970000,457.030000,723.130000,501.610000,769.540000,NaN,NaN,NaN,NaN,NaN,NaN
393.770000,881.510000,292.060000,792.180000,333.190000,757.740000,277.750000,727.040000,330.780000,724.530000,463.790000,721.230000,508.720000,768.030000,NaN,NaN,NaN,NaN,NaN,NaN
393.480000,881.480000,297.110000,788.530000,338.670000,755.620000,284.950000,724.480000,336.370000,722.500000,471.200000,719.140000,516.030000,766.070000,NaN,NaN,NaN,NaN,NaN,NaN
393.500000,881.490000,303.003756,784.204691,344.907399,753.257180,293.310000,721.560000,342.890000,720.090000,478.400000,718.540000,523.960000,764.480000,NaN,NaN,NaN,NaN,NaN,NaN
393.300000,881.500000,309.694474,780.199064,352.380000,751.500000,302.670000,719.450000,350.960000,717.890000,486.990000,716.930000,532.470000,762.770000,NaN,NaN,NaN,NaN,NaN,NaN
393.010000,881.500000,319.473244,777.112338,362.073047,749.634788,311.570000,716.880000,361.577388,716.183446,495.950000,715.460000,540.830000,761.220000,NaN,NaN,NaN,NaN,NaN,NaN
392.830000,881.520000,328.485294,774.975353,371.665849,747.650727,320.560000,715.100000,371.120000,714.410000,505.250000,713.750000,550.220000,759.820000,NaN,NaN,NaN,NaN,NaN,NaN
392.500000,881.520000,337.623852,772.465764,382.840000,745.690000,330.150000,713.340000,382.440000,712.640000,514.320000,712.560000,559.630000,758.130000,NaN,NaN,NaN,NaN,NaN,NaN
391.890000,881.500000,347.086505,771.083573,392.890000,744.940000,340.480000,712.480000,393.875335,711.254019,524.090000,711.470000,569.410000,756.080000,NaN,NaN,NaN,NaN,NaN,NaN
