pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y,pt10_cam1_X,pt10_cam1_Y,pt11_cam1_X,pt11_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
497.602025,827.002192,409.587883,770.297208,439.342520,735.500760,389.071825,710.647857,435.592700,700.170624,567.490722,672.542694,617.430715,709.109525,767.669322,862.412064,683.508472,875.081848,NaN,NaN,NaN,NaN
496.830000,827.660000,409.330113,768.967607,440.353748,735.038206,389.010000,710.000000,436.980000,699.500000,567.510000,672.600000,617.470000,709.620000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
495.880000,828.130000,408.845654,769.189207,441.196439,734.384022,389.000000,708.480000,437.520000,698.990000,567.570000,673.040000,617.020000,710.070000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
494.350000,828.120000,408.603424,768.081207,441.027901,733.767283,389.500000,705.980000,438.010000,698.490000,567.630000,672.990000,617.490000,710.040000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
493.210000,828.000000,409.087883,766.751607,441.027901,732.842176,390.500000,704.480000,438.000000,697.490000,567.570000,672.890000,617.000000,709.970000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
492.120000,828.530000,408.845654,765.643606,441.027901,732.108699,390.990000,701.980000,438.010000,696.490000,567.600000,672.850000,617.510000,709.950000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
491.250000,829.030000,407.876736,764.314006,441.027901,730.912669,391.020000,700.000000,438.510000,695.470000,567.650000,672.430000,617.900000,710.020000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
490.350000,829.200000,408.361195,762.541205,441.027901,729.908270,391.020000,697.450000,439.000000,693.480000,568.620000,671.840000,618.000000,709.970000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
489.280000,829.120000,407.634506,761.876405,441.027901,728.558055,391.000000,695.960000,439.020000,692.490000,568.990000,671.110000,618.060000,708.730000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
487.520000,829.320000,405.938900,760.546804,440.812451,727.283128,390.010000,694.480000,439.010000,690.990000,568.970000,670.370000,618.010000,708.320000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486.190000,830.010000,404.727752,759.882004,440.685210,726.366424,389.480000,692.970000,439.010000,689.480000,568.970000,669.890000,617.980000,707.430000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
484.770000,830.790000,404.969982,758.330804,440.173982,725.132947,389.010000,690.980000,438.500000,687.970000,568.150000,669.290000,617.970000,706.910000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
