-0.0030418,-0.019757,0.042466,0.00076784,-0.021129,0.041221,0.00091291,-0.025546,0.044933,-0.00068278,-0.032737,0.050223,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014547,-0.033259,0.057912
-0.0030418,-0.01987,0.042495,0.00078835,-0.021149,0.041171,0.000929,-0.025592,0.044907,-0.00070837,-0.032834,0.050169,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014547,-0.033377,0.057941
-0.0031511,-0.019874,0.042583,0.00080992,-0.02115,0.041139,0.0010024,-0.025552,0.044881,-0.00068278,-0.032893,0.050141,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014438,-0.033436,0.058028
-0.0032877,-0.019998,0.042612,0.0010316,-0.021164,0.04107,0.001296,-0.025569,0.044776,-0.00065719,-0.032854,0.050169,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014301,-0.033519,0.058058
-0.0033589,-0.020049,0.042641,0.0013402,-0.021145,0.040999,0.001663,-0.025575,0.044659,-0.00058043,-0.032756,0.050169,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.01423,-0.033666,0.058087
-0.0034517,-0.020115,0.0427,0.0018629,-0.021171,0.040908,0.002196,-0.025616,0.044493,-0.00055484,-0.032659,0.050141,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014137,-0.033946,0.058145
-0.0035063,-0.020226,0.042738,0.0024359,-0.021225,0.040798,0.0028021,-0.025668,0.044336,-0.00037629,-0.032463,0.050005,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014083,-0.033838,0.058183
-0.0031757,-0.020338,0.042627,0.0031353,-0.021308,0.04062,0.0034382,-0.025736,0.044191,-0.00011983,-0.032068,0.049868,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.014001,-0.034014,0.058212
-0.0027714,-0.020391,0.04243,0.0039559,-0.021354,0.040415,0.004232,-0.025784,0.044006,9.7958e-05,-0.031482,0.049715,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.013919,-0.034132,0.058329
-0.0021836,-0.020347,0.042251,0.0046797,-0.021244,0.040196,0.004966,-0.025641,0.043835,0.00039194,-0.030818,0.049458,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.013837,-0.034455,0.058379
-0.0016987,-0.020245,0.041985,0.005562,-0.021106,0.039879,0.005972,-0.025513,0.04365,0.00085254,-0.029993,0.049031,-0.0036511,-0.084351,-0.010345,-0.0036511,-0.084351,-0.010345,0.013782,-0.034632,0.058574
