"ToeTip_X"	"ToeTip_Y"	"KneeElbow_X"	"KneeElbow_Y"	"HipShoulder_X"	"HipShoulder_Y"	"AnkleWrist_X"	"AnkleWrist_Y"	"MetaPhalJoint_X"	"MetaPhalJoint_Y"	"dorsal1_X"	"dorsal1_Y"	"dorsal2_X"	"dorsal2_Y"
311.113844	331.986431	180.195717	374.222286	186.873397	427.093221	0	0	0	0	123.795645	468.501721	188.435939	460.492424
310.551541	331.910741	179.735093	374.467687	187.75	426.98	0	0	0	0	124.13	469.01	189.14	460.5
310.629814	332.703558	178.813845	374.958488	188.77	426.99	0	0	0	0	125.12	468.99	190.15	460.48
310.567511	332.289191	178.35322	375.694691	190.44	426.44	0	0	0	0	126.65	468.99	192.23	460.49
310.005208	332.976487	178.583532	375.940091	193.4	425.89	0	0	0	0	128.18	468.99	195.66	460.19
309.661754	330.779248	179.044157	376.676294	196.07	425.09	0	0	0	0	130.65	468.24	198.78	459.44
309.099451	330.920684	178.274469	376.657897	199.16	424.16	0	0	0	0	132.09	468.01	201.76	458.15
308.037148	331.279248	178.35322	376.430893	202.8	423.24	0	0	0	0	136.66	466.76	204.91	457.22
307.412543	332.137811	178.813845	377.167095	205.83	422.26	0	0	0	0	140.18	466.13	207.54	456.12
307.412543	331.430628	179.044157	377.912496	208.93	421.18	0	0	0	0	143.05	465.07	210.39	455.06
307.35024	331.006318	180.426029	378.148699	211.89	420.13	0	0	0	0	145.96	464.02	213.09	454.54
306.147361	331.647755	180.656341	380.111905	214.83	419.59	0	0	0	0	148.99	463.01	216.03	453.94
305.725634	331.723445	182.038214	381.093508	218.08	419.16	0	0	0	0	152.01	462.04	219.2	453.07
305.803907	331.506318	183.880711	381.838909	221.13	418.21	0	0	0	0	155.17	460.87	222.23	451.99
305.663331	331.213501	185.723208	383.565913	224.34	417.11	0	0	0	0	158.74	460.07	225.95	451.03
305.709664	330.799135	187.756641	385.283719	228.8	415.66	0	0	0	0	163.14	458.92	230.07	449.61
306.428513	329.874825	190.391656	386.747652	233.19613	414.281116	0	0	0	0	167	458.29	234.19	448.53
305.225634	331.006318	193.228605	387.956776	237.022126	412.914124	0	0	0	0	171.27	457.44	238.33	447.84
306.006785	331.006318	195.498164	389.770462	241.971866	412.047131	0	0	0	0	175.3	457.4	242.58	446.79
305.647361	331.289191	199.659023	391.181106	246.54535	411.551707	0	0	0	0	180.23	456.88	246.39	445.99
305.928513	331.147755	202.685102	394.203915	251.623859	410.560858	0	0	0	0	184.84	456.95	251.27	445.13
305.93	330.43	206.089441	396.420642	255.707395	410.432426	0	0	0	0	189.51	456.41	255.71	444.78
305.59	330.74	209.682909	397.428245	260.175312	410.276689	0	0	0	0	193.86	455.58	259.94	444.38
306	331.31	212.330728	398.435848	263.851189	410.379902	0	0	0	0	197.29	455.31	263.32	444.79
305.96	330.94	216.302457	398.234327	267.414559	410.387934	0	0	0	0	200.76	454.69	266.53	444.69
305.98	330.96	219.274186	398.137369	270.977929	410.491147	0	0	0	0	204.09	454.16	270.33	444.65
305.98	330.98	222.922005	398.637369	274.149339	409.991147	0	0	0	0	206.58	453.75	273.72	444.47
305.99	331.01	225.948084	398.838889	277.027897	409.68954	0	0	0	0	209.75	453.35	276.99	444.26
305.97	330.97	229.352422	399.644972	279.906455	409.292753	0	0	0	0	212.95	452.8	280	443.86
305.95	330.95	231.432852	399.04041	282.276078	408.991147	0	0	0	0	215.92	452.43	282.97	443.88
305.93	330.92	234.269801	398.637369	285.150169	408.292753	0	0	0	0	219.03	452.2	286.04	443.52
305.93	330.92	237.48501	397.935848	288.235874	407.590344	0	0	0	0	222.03	452.22	289.04	443.17
305.47	330.43	241.456738	398.234327	291.200138	406.114441	0	0	0	0	225.13	451.5	292.03	442.47
305.48	330.46	244.861077	398.435848	294.767974	404.51926	0	0	0	0	228.06	451.16	295.02	441.67
305.48	330.48	247.887156	396.823683	297.732238	403.523277	0	0	0	0	231.23	450.32	298.21	441.11
304.99	329.98	251.546639	396.4694	300.864364	402.857732	0	0	0	0	234.03	449.7	301.47	440.86
304.96	329.97	255.384001	396.039004	304.039356	402.58658	0	0	0	0	237.08	449.83	304.07	440.77
304.96	329.96	258.615463	396.254202	306.784903	402.174189	0	0	0	0	240.05	449.4	306.91	440.83
304.92	330.48	262.26069	395.539004	309.573116	401.253584	0	0	0	0	243.08	448.39	309.98	440.57
305.04	329.56	267.905917	396.039004	312.62	400.3	0	0	0	0	246.6	447.1	312.92	440.08
304.77	329.46	271.202431	393.381945	315.11	399.79	0	0	0	0	249.99	446.04	315.9	439.2
303.93	329.44	274.157113	392.645742	318.19	399.15	0	0	0	0	253.05	445.02	318.83	438.52
303.74	329.5	277.572418	391.40954	321.03	398.8	0	0	0	0	256.08	444.04	321.99	438.11
303.17	328.96	282.105852	392.418738	324.87	398.26	0	0	0	0	259.16	443.71	325.08	437.51
302.87	328.91	285.976993	393.532618	328.96	397.7	0	0	0	0	262.18	443.86	328.18	436.56
301.89	328.37	288.910421	395.108608	333.11	398.24	0	0	0	0	265.39	443.92	332.07	436.69
301.63	327.96	294.363514	395.9694	336.033514	398.367482	0	0	0	0	268.65	444.14	334.66	437.07
301.58	327.97	297.89301	396.4694	338.824593	398.199374	0	0	0	0	272.14	443.81	337.12	437.05
301.66	327.99	302.134304	396.684598	341	398.55	0	0	0	0	275.35	443.99	339.43	437.56
301.95	327.99	305.1638	397.54539	343.020314	398.55837	0	0	0	0	277.93	443.89	341.85	437.56
301.45	327.95	309.10706	397.330192	345.04603	398.367482	0	0	0	0	280.8	443.73	344.14	437.59
300.99	327.49	310.318859	396.684598	347.311392	397.985706	0	0	0	0	283.32	443.77	346.26	437.39
300.48	327.95	310.520825	396.039004	349.218538	398.367482	0	0	0	0	284.28	443.45	347.76	437.5
300.03	327.81	311.235009	396.733982	349.527823	398.272038	0	0	0	0	284.16	443.01	348.15	438.03
300	327.97	310.520825	396.754202	348.932466	397.890262	0	0	0	0	285.06	443.49	348.08	437.99
300	328.02	310.722791	397.330192	349.409252	398.08115	0	0	0	0	285.58	443.53	348.05	438.01
299.48	328.01	310.116892	397.330192	349.886039	398.462926	0	0	0	0	286.55	444.04	348.55	438.03
299	328.03	309.818859	398.04539	350.00461	398.940146	0	0	0	0	287.03	444.55	349.02	438.05
299.01	328	309.914926	398.406183	350.24	399.05	0	0	0	0	287.06	445.02	349.03	438.01
299.01	327.99	309.616892	399.482173	350.02	399	0	0	0	0	287.01	445	349.03	437.49
299	328	309.309027	400.773361	350.5	398.99	0	0	0	0	286.51	444.48	349	437.49
299	327.96	308.905094	401.134153	350.02	398.97	0	0	0	0	286.46	444.5	349.01	437.48
299	328.02	308.905094	401.564549	349.98	399.55	0	0	0	0	286	444.97	348.99	437.5
299.01	328.01	308.905094	401.849351	350	400	0	0	0	0	285.99	445.01	349	437.5
299.02	327.99	308.501161	402.279747	350.01	399.99	0	0	0	0	286.01	445	349	437.49
299.04	327.97	308.597228	401.994945	349.99	399.99	0	0	0	0	286.01	445	349.01	437.49
299.01	327.94	309.001161	401.558163	350.01	400.01	0	0	0	0	286.01	445	349.03	437.5
298.94	327.96	308.693296	401.134153	349.629967	397.719374	0	0	0	0	285.99	445	349	437.52
298.96	327.95	309.405094	402.064549	349.599967	397.699374	0	0	0	0	286	445	349.01	437.49
298.99	327.95	309.001161	402.064549	350	397.98	0	0	0	0	286.02	444.99	348.99	437.99
299.02	328.47	309.405094	401.634153	350	397.99	0	0	0	0	286.01	445.01	349.01	438.01
298.93	328.9	309.712959	402.349351	350	398.55	0	0	0	0	286.01	445.02	349	438.53
298.97	328.47	309.010993	402.564549	350.01	399.07	0	0	0	0	286.02	445.05	349	438.54
299.05	327.91	308.914926	402.849351	350.01	399.05	0	0	0	0	286.01	445.04	349.01	439.53
299.12	327.59	308.914926	403.064549	350	399.52	0	0	0	0	286.02	445.53	349	439.51
299.69	327.39	309.10706	402.849351	349.886039	399.226479	0	0	0	0	286	446	349	439.49
300.24	326.64	308.905094	402.634153	350.172111	399.180919	0	0	0	0	286.51	446.02	349	440
297.506251	325.01443	308.905094	402.134153	350.648897	400.276363	0	0	0	0	287.01	446.01	349.5	440.51
295.440411	318.663751	309.60706	401.634153	350.934969	400.753584	0	0	0	0	287.02	445.95	350	440.96
301.211403	309.591352	310.010993	401.134153	351.793185	400.944472	0	0	0	0	287.02	445.94	350.02	440.95
309.734793	270.535977	310.116892	399.842965	352.651401	400.753584	0	0	0	0	287.04	445.97	351.03	440.99
329.082511	264.873079	311.43459	396.627767	353.81582	401.491823	0	0	0	0	287.02	446.01	351.01	441.02
343.681245	263.103424	312.164552	392.400342	353.917649	401.695667	0	0	0	0	287.5	446	351.49	441
359.335308	263.103424	312.855489	388.96473	354.019478	401.593745	0	0	0	0	288.03	446	352.03	441
376.748255	263.634321	315.697986	385.283719	353.612161	402.001433	0	0	0	0	288.03	445.97	352.55	440.97
397.678969	267.527562	317.692043	376.930893	353.546176	402.233844	0	0	0	0	288.03	445.99	352.52	441
417.730241	271.951701	321.877037	372.31427	354.268127	402.03961	0	0	0	0	287.99	446.02	352.5	441.03
433.711819	276.83104	326.213591	365.933849	355.226359	402.233844	0	0	0	0	288.51	446	352.5	441
445.594077	281.980899	330.128897	361.498238	355.073615	402.080961	0	0	0	0	289.01	445.47	352.98	440.99
454.368668	288.602145	333.622954	357.789631	355.531847	401.928078	0	0	0	0	289.02	444.99	353.04	440.98
463.143258	292.832386	336.934052	355.69709	355.795567	401.775195	0	0	0	0	289	444.99	353.52	440.99
467.713358	294.487697	339.693127	354.67574	356.601055	401.928078	0	0	0	0	289.02	445.01	354.01	441.01
467.530554	294.11985	341.61023	353.45012	357.351664	401.845376	0	0	0	0	289.02	445.02	355.03	441.02
