"ToeTip_X"	"ToeTip_Y"	"KneeElbow_X"	"KneeElbow_Y"	"HipShoulder_X"	"HipShoulder_Y"	"AnkleWrist_X"	"AnkleWrist_Y"	"MetaPhalJoint_X"	"MetaPhalJoint_Y"	"dorsal1_X"	"dorsal1_Y"	"dorsal2_X"	"dorsal2_Y"
528.566605	864.873387	348.58049	758.721645	351.259089	694.116374	0	0	0	0	251.281489	668.078116	349.120192	646.23562
527.79	864.56	349.92	760.26	357.6	695.69	0	0	0	0	259.05	669.46	356	647.72
525.28	863.74	350.61	760.32	365.07	697.04	0	0	0	0	267.6	670.03	363.92	648.57
523.68	863.55	352.96	760.54	372.43	697.09	0	0	0	0	277.16	670.77	371.99	649.09
521.97	863.43	356.41	757.98	381.3	695.36	0	0	0	0	286.94	670.04	380.63	647.76
521.04	863.34	361.04	754.1	392.772132	690.806475	0	0	0	0	298.37	667.02	390.47	644.96
520.8	863.36	367.23	748.83	404.68	687.93	0	0	0	0	310.65	663.44	401	641.28
520.81	863.34	375.234684	742.097915	417.46	682.84	0	0	0	0	323.87	659.64	412.85	637.1
520.79	863.29	385.69	736.72	430.54	678.64	0	0	0	0	337.23	656.18	426.44	632.91
520.47	863.01	396.03	732.7	444.84	673.58	0	0	0	0	350.2	653.42	440.05	629.16
520.423988	862.995177	406.92759	729.636535	458.2	670.79	0	0	0	0	362.98	650.38	453.53	625.99
520.25	863.23	418.615753	727.856337	471.22	668.66	0	0	0	0	375.99	648.01	468.13	623.9
520.04	863.45	429.854372	726.298665	484.04	667.17	0	0	0	0	388.95	646.29	481.55	622.11
520.35	863.87	442.741914	723.321363	496.85	666.12	0	0	0	0	401.8	644.16	494.37	620.51
520.47	863.61	455.728737	721.742439	508.9	665.19	0	0	0	0	414.83	642.69	507.342902	619.600968
519.4	864.17	469.171238	720.389075	522.44	664.14	0	0	0	0	428.06	641.61	520.720202	618.765791
517.282343	863.322081	482.675881	721.403122	535.69	663.69	0	0	0	0	441.41	641.63	536.628344	618.288547
517.452137	863.485532	497.960403	722.73827	549.82	664.31	0	0	0	0	454.98	642.07	550.367193	618.049924
516.46	863.01	513.694469	724.518468	564.17	665.24	0	0	0	0	468.83	642.54	563.841653	618.592584
515.61	862.6	529.87808	727.856337	578.7	667.42	0	0	0	0	483.91	644.92	579.608947	620.445699
516.31	862.57	547.185553	733.196929	594.03	671.58	0	0	0	0	499.28	648.19	594.589606	624.889317
515.301109	862.504822	564.281904	739.016965	607.68	676.78	0	0	0	0	514.24	652.25	609.286853	629.391293
515.626623	862.014466	579.41005	742.716681	620.59	679.74	0	0	0	0	528.26	655.35	622.187516	633.786968
512.723896	862.803753	592.699866	745.396794	634.37	682.7	0	0	0	0	541.55	657.57	636.050123	636.244298
510.988696	862.803753	605.00525	748.807847	647.1	685.81	0	0	0	0	554.75	660.12	648.895556	638.190961
507.876173	863.331725	614.849558	750.02608	657.3	687.91	0	0	0	0	565.68	661.26	659.110579	639.843404
500.844454	862.218048	621.986681	750.02608	664.28	688.78	0	0	0	0	572.94	661.26	664.848501	640.311402
512.664155	860.389593	626.416619	751.000666	668.75	688.32	0	0	0	0	577.89	661.3	668.802703	639.822069
534.809347	859.807914	629.616019	751.244313	672.39	687.71	0	0	0	0	580.49	661.16	672.438838	639.169626
563.929591	854.217289	631.584881	750.02608	674.12	686.75	0	0	0	0	581.78	660.99	674.415939	638.343404
608.631183	845.636069	634.292065	750.513373	674.72	686.95	0	0	0	0	582.25	660.96	674.893041	638.017183
648.795643	838.743612	637.983681	750.02608	675.85	687.08	0	0	0	0	581.58	661.03	675.722558	638.02785
702.514517	830.052302	643.39805	750.744313	676.33	687.63	0	0	0	0	582	661.06	676.052074	638.02785
762.788418	816.041172	655.055624	751.759927	677.97	688.18	0	0	0	0	582.1	661.59	676.875867	638.517183
815.268083	802.504087	666.142271	750.854307	679.55	687.63	0	0	0	0	582.79	662.1	678.6	638.99
845.947755	802.700041	675.266314	748.953443	682.14	686.96	0	0	0	0	584.18	662.2	680.63	638.98
867.163451	805.501839	683.064156	750.08004	684.68	685.64	0	0	0	0	586.4	662.09	683.67	637.99
879.952534	813.078903	692.148448	749.580404	688.67	685.39	0	0	0	0	589.75	662.26	687.61	637.98
893.315067	838.494532	700.980399	750.829494	693.46	685.99	0	0	0	0	594.22	662.82	693.06	638.93
886.60359	862.78082	706.27957	753.327674	698.89	688.22	0	0	0	0	600.24	663.58	698.28	641.16
