"ToeTip_X"	"ToeTip_Y"	"KneeElbow_X"	"KneeElbow_Y"	"HipShoulder_X"	"HipShoulder_Y"	"AnkleWrist_X"	"AnkleWrist_Y"	"MetaPhalJoint_X"	"MetaPhalJoint_Y"	"dorsal1_X"	"dorsal1_Y"	"dorsal2_X"	"dorsal2_Y"
391.538683	657.094952	214.776293	574.256689	229.91064	503.625266	0	0	0	0	137.17509	498.691479	224.960969	466.571267
389.96	657.02	212.198469	574.256689	230.22492	503.027864	0	0	0	0	138.68907	497.66119	225.26	466.79
389.5	656.93	210.402096	572.985683	233.439186	502.527864	0	0	0	0	140.207711	496.640997	228.35	465.6
389.21	657.15	211.539815	572.125717	240.224849	503.027864	0	0	0	0	146.772952	495.620805	235.49	465.58
389.22	657.15	214.438301	571.930403	251.353338	503.350915	0	0	0	0	155.847513	494.100612	245.92	465.82
389.1	657.04	219.60251	568.627946	263.110386	502.107412	0	0	0	0	168.954695	492.060227	258.2	464.34
389.49	656.98	225.593443	563.862348	276.681714	498.363908	0	0	0	0	181.234757	488.829617	270.88	460.19
389.46	656.96	234.356759	556.87046	290.167336	492.602551	0	0	0	0	194.528799	483.398687	284.57	454.25
389.52	657.02	245.033184	550.244421	304.52	485.56	0	0	0	0	209.659282	475.907178	299.45	446.68
389.52	657.48	259.224531	544.070961	320.48	479	0	0	0	0	225.39	469.12	315.167726	438.33711
389.5	657.46	274.683375	537.744071	336.13	472.42	0	0	0	0	241.01	462.98	332.037938	431.575124
389.54	657.47	290.876943	532.380459	352.67	466.15	0	0	0	0	257.47	457.91	345.91	426.02
389.51	657.39	309.82724	528.594119	370.19	461.13	0	0	0	0	274.16	454.48	362.92	421.28
388.49	657.88	329.658946	525.475956	387.74	457.49	0	0	0	0	291.44	451.48	381.12	418.32
386.535892	657.852237	351.207074	525.213411	406.51	455.04	0	0	0	0	307.81	450.62	401.390256	415.764675
384.491674	657.852237	373.749749	527.608122	426.12	455.78	0	0	0	0	326.72	450.94	422.035039	415.692719
384.580181	657.890646	395.570892	531.973786	445.77	458.15	0	0	0	0	346.05	452.55	441.129302	417.409911
384.757144	657.781807	414.274765	537.366496	463.48	461.61	0	0	0	0	363.89	454.98	456.862957	422.58655
384.757144	657.890646	428.974554	537.937962	476.97	464.34	0	0	0	0	377.56	456.06	468.249721	425.636055
384.757144	657.836227	437.266743	536.414051	486.18	463.83	0	0	0	0	386.88	455.05	478.176643	425.537683
384.218749	657.836227	441.412837	535.271118	490.26	462.89	0	0	0	0	391.75	454.1	482.166877	424.447457
383.964996	657.836227	441.789755	535.652095	491.38	463.31	0	0	0	0	393.61	454.5	482.97	424.56
382.926601	657.672968	440.282084	534.89014	490.89	463.14	0	0	0	0	394.06	454.8	483.06	425.14
377.325143	658.497624	438.397496	533.17574	490.253421	462.734878	0	0	0	0	393.84	454.96	482.87	424.92
374.860436	658.306317	439.905166	530.889873	490.041847	462.948731	0	0	0	0	393.94	455.05	482.97	424.99
362.591371	652.187433	440.847461	530.508895	489.541847	463.09029	0	0	0	0	394.05	455.13	483.01	425.04
385.232569	634.313678	441.978214	530.318406	489.830273	462.948731	0	0	0	0	394.03	455.08	483.02	424.97
424.761439	621.536226	445.122218	530.144746	489.830273	463.162584	0	0	0	0	394.02	455.07	483.5	424.97
470.49516	613.975086	448.442839	531.517815	489.964995	463.59029	0	0	0	0	394.07	455.09	484.03	424.49
511.040228	604.639459	454.178456	532.280631	489.964995	463.162584	0	0	0	0	394.07	455.13	484.15	424.51
558.250531	590.711552	460.517823	532.128068	489.964995	463.59029	0	0	0	0	394.56	455.11	484.04	425
594.858821	582.888624	469.121249	531.975505	489.676569	463.731849	0	0	0	0	395.05	455.07	484.55	424.98
632.882623	576.392839	477.120927	531.365252	490.388143	463.59029	0	0	0	0	395.23	455.06	485.07	425
660.515389	573.147752	484.667792	531.670378	491.176569	463.59029	0	0	0	0	396.16	455.59	485.26	424.99
680.256862	571.567227	492.214657	531.365252	491.388143	462.948731	0	0	0	0	396.9	455.53	485.36	425
691.202629	581.050377	495.082466	530.907562	491.599717	462.948731	0	0	0	0	397.811647	455.453979	485.26	424.96
690.575267	601.609374	498.704961	531.365252	493.292308	462.448731	0	0	0	0	399.248745	455.272407	486.84	424.95
691.007169	601.202071	499.204961	531.865252	496.042769	462.376437	0	0	0	0	400.685844	455.272407	489.88	424.95
